surveyname,varName,DataType,Major categories,pct of the rest,Total,,2,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2013,Ethnicity,PctByCount,,,100,,76.774194,15.496774,4.696774,3.032258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Mongolia 2018 Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2018,Religion,Code,,,Total,,2,1,3,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2018,Religion,PctByCount,1+2+3,,95.1586206896552,,47.6068966,36.8551724,7.0275862,3.3793103,0.2896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2018,Religion,Name,,,Total,,Buddhist,No religion,Muslim,Other,Missing/DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2018,Religion,PctByCount,,,95.1586206896552,,47.6068966,36.8551724,7.0275862,3.3793103,0.2896552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Mongolia 2018 Ethnicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2018,Ethnicity,Code,,,Total,,1,6,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2018,Ethnicity,PctByCount,1 +2,18.1,95.1586206896552,,73.9724138,12.9931034,7.8965517,0.2965517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2018,Ethnicity,Name,,,Total,,Khalkh,Other,Kazakh,Missing/DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2018,Ethnicity,PctByCount,,,95.1586206896552,,73.9724138,12.9931034,7.8965517,0.2965517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Mongolia 2018 Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2018,Language,Code,,,Total,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2018,Language,PctByCount,Not used,,95.1586206896552,,88.33103448,6.77931034,0.04827586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2018,Language,Name,,,Total,,MONGOLIAN,KAZAKH,TUVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mongolia2018,Language,PctByCount,,,95.1586206896552,,88.33103448,6.77931034,0.04827586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Nepal 2019 Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal2019,Religion,Code,,,Total,,1,2,3,5,4,7,96,8,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal2019,Religion,PctByCount,1 +2,7.6,98.8671875,,85.09375,7.296875,2.671875,1.7890625,1.75,0.078125,0.0625,0.0546875,0.0390625,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal2019,Religion,Name,,,Total,,HINDU,BUDDHIST,ISLAM,CHRISTIAN,KIRAT,BON,OTHERS,JAIN,NO RELIGION,PRAKRITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal2019,Religion,PctByCount,,,98.8671875,,85.09375,7.296875,2.671875,1.7890625,1.75,0.078125,0.0625,0.0546875,0.0390625,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Nepal 2019 Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal2019,Language,Code,,,Total,,1,2,4,5,3,7,6,110,8,105,10,98,11,12,996,112,93,121,14,120,119,16,15,58,18,94,9,13,19,96,20,70,17,21,37,24,27,31,23,28,25,104,97,22,32,38,50,51,60,33,35,36,117,26,34,42,44,45,48,54,55,71,85,87,95,116
Nepal2019,Language,PctByCount,1 +2 +4+5,30.6,98.8671875,,49.421875,9.03125,5.75,5.2421875,4.90625,2.9921875,2.515625,1.7734375,1.6328125,1.6171875,1.5703125,1.5390625,1.3828125,1.28125,1.109375,0.890625,0.8515625,0.8359375,0.515625,0.3828125,0.3515625,0.3359375,0.28125,0.265625,0.21875,0.21875,0.1875,0.1875,0.1796875,0.1796875,0.140625,0.140625,0.0859375,0.078125,0.078125,0.0625,0.0625,0.0625,0.046875,0.046875,0.0390625,0.0390625,0.03125,0.0234375,0.0234375,0.0234375,0.0234375,0.0234375,0.0234375,0.015625,0.015625,0.015625,0.015625,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125
Nepal2019,Language,Name,,,Total,,Nepali,Maithili,Tharu,Tamang,Bhojpuri,Magar,Newar,Baitadeli,Avadhi,Doteli,Gurung,Achhami,Limbu,Bajjika,Others,Bajhangi,Rai,Darchuleli,Rajbanshi,Bajureli,Dadeldhuri,Hindi,Sherpa,Ghale,Santhali,Tajpuriya,Bantawa,Urdu,Chepang,Athpariya,Danuwar,Musalman,Chamling,Uranw/Urau,Thakali,Rajsthani,Kulung,Thulung,Bangla,Dhimal,Majhi,Russian,Ganagai,Sunuwar,Sampang,Chhantyal,Lapcha,Bote,Chhiling,Bhujel,Khaling,Kumal,Dailekhi,Thami,Darai,Jirel,Puma,Hyolmo/Yholmo,Meche,Raji,Hayu/Vayu,Baram,Dzonkha,Chhintang,Khash,Jumli
Nepal2019,Language,PctByCount,,,98.8671875,,49.421875,9.03125,5.75,5.2421875,4.90625,2.9921875,2.515625,1.7734375,1.6328125,1.6171875,1.5703125,1.5390625,1.3828125,1.28125,1.109375,0.890625,0.8515625,0.8359375,0.515625,0.3828125,0.3515625,0.3359375,0.28125,0.265625,0.21875,0.21875,0.1875,0.1875,0.1796875,0.1796875,0.140625,0.140625,0.0859375,0.078125,0.078125,0.0625,0.0625,0.0625,0.046875,0.046875,0.0390625,0.0390625,0.03125,0.0234375,0.0234375,0.0234375,0.0234375,0.0234375,0.0234375,0.015625,0.015625,0.015625,0.015625,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125,0.0078125
---------- tabulation on  Thailand 2012 Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2012,Religion,Code,,,Total,,1,2,3,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2012,Religion,PctByCount,1,16.6,89.828677839851,,83.389199255,4.242085661,2.137802607,0.040968343,0.014897579,0.003724395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2012,Religion,Name,,,Total,,Buddhism,Islam,Christianity,No religion,Other religion,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2012,Religion,PctByCount,,,89.828677839851,,83.389199255,4.242085661,2.137802607,0.040968343,0.014897579,0.003724395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Thailand 2012 Ethnicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2012,Ethnicity,Code,,,Total,,1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2012,Ethnicity,PctByCount,1,11.9,89.828677839851,,88.12662942,1.61638734,0.08566108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2012,Ethnicity,Name,,,Total,,Thai,Non Thai,Missing/DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2012,Ethnicity,PctByCount,,,89.828677839851,,88.12662942,1.61638734,0.08566108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Thailand 2015 Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2015,Religion,Code,,,Total,,1,2,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2015,Religion,PctByCount,1 +2,8.8,92.3960012899065,,77.271847791,13.937439536,1.177039665,0.009674299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2015,Religion,Name,,,Total,,Buddhism,Islam,Christianity,Other religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2015,Religion,PctByCount,,,92.3960012899065,,77.271847791,13.937439536,1.177039665,0.009674299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Thailand 2015 Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2015,Language,Code,,,Total,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2015,Language,PctByCount,1,20.9,92.3960012899065,,79.08094,13.31506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2015,Language,Name,,,Total,,Thai,Non-Thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2015,Language,PctByCount,,,92.3960012899065,,79.08094,13.31506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Thailand 2019 Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2019,Religion,Code,,,Total,,1,2,3,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2019,Religion,PctByCount,1+2,13.3,87.56517461879,,78.502213478,8.165272996,0.831283817,0.039350713,0.022134776,0.004918839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2019,Religion,Name,,,Total,,BUDDHISM,ISLAM,CHRISTIANITY,NO RELIGION,OTHER RELIGION,NO RESPONSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2019,Religion,PctByCount,,,87.56517461879,,78.502213478,8.165272996,0.831283817,0.039350713,0.022134776,0.004918839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Thailand 2019 Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2019,Language,Code,,,Total,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2019,Language,PctByCount,1,20.8,87.56517461879,,79.19577,8.369405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2019,Language,Name,,,Total,,Thai,Non-Thai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand2019,Language,PctByCount,,,87.56517461879,,79.19577,8.369405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Tonga 2019 Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga2019,Religion,Code,,,Total,,1,5,2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga2019,Religion,PctByCount,1 + 2 +3 +4,28.1,90.8033442384587,,31.58851,18.93857,15.12177,14.32206,10.83242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga2019,Religion,Name,,,Total,,Free Wesleyan Church,Other religion,Latter Day Saints,Roman Catholic,Free Church of Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga2019,Religion,PctByCount,,,90.8033442384587,,31.58851,18.93857,15.12177,14.32206,10.83242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Tonga 2019 Ethnicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga2019,Ethnicity,Code,,,Total,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga2019,Ethnicity,PctByCount,1,11.9,90.8033442384587,,88.077063,1.454017,1.272265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga2019,Ethnicity,Name,,,Total,,Tongan,Chinese,Other ethnicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga2019,Ethnicity,PctByCount,,,90.8033442384587,,88.077063,1.454017,1.272265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Tonga 2019 Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga2019,Language,Code,,,Total,,1,2,3,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga2019,Language,PctByCount,Not used,,90.8033442384587,,87.53180662,1.38131589,1.38131589,0.25445293,0.18175209,0.07270084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga2019,Language,Name,,,Total,,TONGAN,ENGLISH,CHINESE,OTHER (specify),HINDI,FIJIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga2019,Language,PctByCount,,,90.8033442384587,,87.53180662,1.38131589,1.38131589,0.25445293,0.18175209,0.07270084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Turkmenistan 2019 Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan2019,Language,Code,,,Total,,1,3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan2019,Language,PctByCount,1 + 2 + 3,5.5,97.3903474296494,,80.962113,7.152963,6.414086,2.861185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan2019,Language,Name,,,Total,,Turkmen,Russian,Uzbek,Other language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan2019,Language,PctByCount,,,97.3903474296494,,80.962113,7.152963,6.414086,2.861185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Tuvalu 2019 Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu2019,Religion,Code,,,Total,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu2019,Religion,PctByCount,,,82.2485207100592,,68.52071,13.72781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu2019,Religion,Name,,,Total,,Ekalesia Kelisiano Tuvalu - EKT,Other religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu2019,Religion,PctByCount,,,82.2485207100592,,68.52071,13.72781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Tuvalu 2019 Ethnicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu2019,Ethnicity,Code,,,Total,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu2019,Ethnicity,PctByCount,,,82.2485207100592,,75.147929,7.100592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu2019,Ethnicity,Name,,,Total,,Tuvaluan,Other ethnicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu2019,Ethnicity,PctByCount,,,82.2485207100592,,75.147929,7.100592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Tuvalu 2019 Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu2019,Language,Code,,,Total,,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu2019,Language,PctByCount,,,82.2485207100592,,74.4378698,6.8639053,0.9467456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu2019,Language,Name,,,Total,,TUVALUAN,I-KIRIBATI,OTHER LANGUAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu2019,Language,PctByCount,,,82.2485207100592,,74.4378698,6.8639053,0.9467456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Vietnam 2010 Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam2010,Religion,Code,,,Total,,7,1,5,3,4,9,6,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam2010,Religion,PctByCount,,,97.8103419235304,,66.71719724,19.43742631,7.52905508,1.64224356,1.25484251,1.09482904,0.11790467,0.01684352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam2010,Religion,Name,,,Total,,No religion,Buddhism,Christian Catholic,Cao Dai,Hoa Hao,Christian Protestant,Other religion,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam2010,Religion,PctByCount,,,97.8103419235304,,66.71719724,19.43742631,7.52905508,1.64224356,1.25484251,1.09482904,0.11790467,0.01684352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Vietnam 2010 Ethnicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam2010,Ethnicity,Code,,,Total,,1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam2010,Ethnicity,PctByCount,,,100,,84.790298,13.020044,2.189658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam2010,Ethnicity,Name,,,Total,,Kinh,Non-Kinh,Missing/DK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam2010,Ethnicity,PctByCount,,,100,,84.790298,13.020044,2.189658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  VietNam 2013 Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VietNam2013,Religion,Code,,,Total,,97,1,5,6,3,4,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VietNam2013,Religion,PctByCount,,,97.8333333333333,,72.25490196,13.11764706,8.18627451,1.3627451,1.34313725,1.15686275,0.35294118,0.05882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VietNam2013,Religion,Name,,,Total,,No religion,Buddhism,Christian Catholic,Christian Protestant,Cao Dai,Hoa Hao,Other religion,Muslim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VietNam2013,Religion,PctByCount,,,97.8333333333333,,72.25490196,13.11764706,8.18627451,1.3627451,1.34313725,1.15686275,0.35294118,0.05882353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  VietNam 2013 Ethnicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VietNam2013,Ethnicity,Code,,,Total,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VietNam2013,Ethnicity,PctByCount,,,97.8333333333333,,82.27451,15.55882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VietNam2013,Ethnicity,Name,,,Total,,Kinh,Non-Kinh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VietNam2013,Ethnicity,PctByCount,,,97.8333333333333,,82.27451,15.55882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Turkmenistan 2015 Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan2015,Language,Code,Total,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan2015,Language,PctByCount,96.0662186526799,79.839371,8.392067,5.835109,1.999672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan2015,Language,Name,Total,Turkmen,Russian,Uzbek,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan2015,Language,PctByCount,96.0662186526799,79.839371,8.392067,5.835109,1.999672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
---------- tabulation on  Samoa 2019 Religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa2019,Religion,Code,Total,1,3,2,6,5,4,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa2019,Religion,PctByCount,86.97,25.09,15.40,14.97,10.99,10.18,9.90,0.38,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
