"NickName","DataSet","Key1","Key2","Key3","UsualVar","Default","Type","IndicatorType","DataType","VarName","Search_result"
"EarlyChildhoodEducation","ch","attend","early childhood education","programme","UB8","no","and","ResponseV","Factor","BR6","1 var names found"
