"SurveyIndicator","IndicatorName","SurveyID","meanY","maxY","minY"
"AZE52+SecondaryEducation2035","SecondaryEducation2035","AZE52",0.810354304919697,0.810354304919697,0.810354304919697
"AZE52+HouseholdTechNeed","HouseholdTechNeed","AZE52",0.551451307626359,0.551451307626359,0.551451307626359
"AZE52+CleanWater","CleanWater","AZE52",0.80309188036427,0.80309188036427,0.80309188036427
"AZE52+AdolescentBirthRate","AdolescentBirthRate","AZE52",0.159108730671648,0.159108730671648,0.159108730671648
"AZE52+AccessElectricity","AccessElectricity","AZE52",0.994574622976723,0.994574622976723,0.994574622976723
"AZE52+ContraceptiveMethod","ContraceptiveMethod","AZE52",0.194263330536891,0.194263330536891,0.194263330536891
"AZE52+Land","Land","AZE52",0.801223824740572,0.801223824740572,0.801223824740572
"AZE52+SecondaryEducation35+","SecondaryEducation35+","AZE52",0.742496387164448,0.742496387164448,0.742496387164448
"AZE52+HouseholdBasic","HouseholdBasic","AZE52",0.717629707742082,0.717629707742082,0.717629707742082
"BGD61+ProfessionalHelp","ProfessionalHelp","BGD61",0.302498460892403,0.302498460892403,0.302498460892403
"BGD61+AccessElectricity","AccessElectricity","BGD61",0.595778254933421,0.595778254933421,0.595778254933421
"BGD61+Land","Land","BGD61",0.493546148620091,0.493546148620091,0.493546148620091
"BGD61+HigherEducation2535","HigherEducation2535","BGD61",0.135109687712965,0.135109687712965,0.135109687712965
"BGD61+BasicWater","BasicWater","BGD61",0.950358241682464,0.950358241682464,0.950358241682464
"BGD61+SecondaryEducation35+","SecondaryEducation35+","BGD61",0.125225270042342,0.125225270042342,0.125225270042342
"BGD61+SafeSanitation","SafeSanitation","BGD61",0.336522018463275,0.336522018463275,0.336522018463275
"BGD61+ContraceptiveMethod","ContraceptiveMethod","BGD61",0.696932965691122,0.696932965691122,0.696932965691122
"BGD61+CleanFuel","CleanFuel","BGD61",0.132621517749229,0.132621517749229,0.132621517749229
"BGD61+SecondaryEducation2035","SecondaryEducation2035","BGD61",0.204831187327976,0.204831187327976,0.204831187327976
"BGD61+MobilePhone","MobilePhone","BGD61",0.784078314800458,0.784078314800458,0.784078314800458
"BGD61+HouseholdBasic","HouseholdBasic","BGD61",0.088241624987384,0.088241624987384,0.088241624987384
"BGD61+HouseholdTechNeed","HouseholdTechNeed","BGD61",0.784078314800458,0.784078314800458,0.784078314800458
"BGD61+HigherEducation35+","HigherEducation35+","BGD61",0.084321176192066,0.084321176192066,0.084321176192066
"BGD61+BankCard","BankCard","BGD61",0.271949244226137,0.271949244226137,0.271949244226137
"BGD61+MultiDeprivation","MultiDeprivation","BGD61",0.271949244226137,0.271949244226137,0.271949244226137
"BGD61+CleanWater","CleanWater","BGD61",0.98552607956969,0.98552607956969,0.98552607956969
"BGD70+HouseholdBasic","HouseholdBasic","BGD70",0.147366768568969,0.147366768568969,0.147366768568969
"BGD70+WaterOnsitePR","WaterOnsitePR","BGD70",0.750586351401175,0.750586351401175,0.750586351401175
"BGD70+SafeSanitationPR","SafeSanitationPR","BGD70",0.484120171110626,0.484120171110626,0.484120171110626
"BGD70+BasicWater","BasicWater","BGD70",0.941744436962909,0.941744436962909,0.941744436962909
"BGD70+ChildMarriage15","ChildMarriage15","BGD70",0.221476957629267,0.221476957629267,0.221476957629267
"BGD70+MobilePhone","MobilePhone","BGD70",0.885422029576511,0.885422029576511,0.885422029576511
"BGD70+SecondaryEducation35+","SecondaryEducation35+","BGD70",0.136433894595084,0.136433894595084,0.136433894595084
"BGD70+LearningPR","LearningPR","BGD70",0.919813809084044,0.919813809084044,0.919813809084044
"BGD70+MultiDeprivation","MultiDeprivation","BGD70",0.305759114011381,0.305759114011381,0.305759114011381
"BGD70+HigherEducation2535","HigherEducation2535","BGD70",0.135666535381441,0.135666535381441,0.135666535381441
"BGD70+CleanWater","CleanWater","BGD70",0.977860737817084,0.977860737817084,0.977860737817084
"BGD70+NotCrowdedPR","NotCrowdedPR","BGD70",0.407676169295203,0.407676169295203,0.407676169295203
"BGD70+ContraceptiveMethod","ContraceptiveMethod","BGD70",0.726452804544176,0.726452804544176,0.726452804544176
"BGD70+Land","Land","BGD70",0.48493607700976,0.48493607700976,0.48493607700976
"BGD70+AdolescentBirthRate","AdolescentBirthRate","BGD70",0.576247151699927,0.576247151699927,0.576247151699927
"BGD70+SecondaryEducation2035","SecondaryEducation2035","BGD70",0.226449204874178,0.226449204874178,0.226449204874178
"BGD70+TeenagePregnancy","TeenagePregnancy","BGD70",0.296032585448323,0.296032585448323,0.296032585448323
"BGD70+MobilePhonePR","MobilePhonePR","BGD70",0.529062793099703,0.529062793099703,0.529062793099703
"BGD70+HouseholdTechNeed","HouseholdTechNeed","BGD70",0.885422029576511,0.885422029576511,0.885422029576511
"BGD70+CleanFuel","CleanFuel","BGD70",0.172325491803162,0.172325491803162,0.172325491803162
"BGD70+BankAccountPR","BankAccountPR","BGD70",0.318905054671201,0.318905054671201,0.318905054671201
"BGD70+AccessElectricity","AccessElectricity","BGD70",0.728611738930789,0.728611738930789,0.728611738930789
"BGD70+Covid","Covid","BGD70",0.115284692448453,0.115284692448453,0.115284692448453
"BGD70+ProfessionalHelp","ProfessionalHelp","BGD70",0.432330090225859,0.432330090225859,0.432330090225859
"BGD70+HigherEducation35+","HigherEducation35+","BGD70",0.088380289756442,0.088380289756442,0.088380289756442
"BGD70+HandWashPR","HandWashPR","BGD70",0.281592354826074,0.281592354826074,0.281592354826074
"BGD70+ChildMarriage18","ChildMarriage18","BGD70",0.580016509148335,0.580016509148335,0.580016509148335
"BGD70+SafeSanitation","SafeSanitation","BGD70",0.450049460093537,0.450049460093537,0.450049460093537
"BGD70+BankCard","BankCard","BGD70",0.305759114011381,0.305759114011381,0.305759114011381
"BGD2019+SecondaryEducation2035","SecondaryEducation2035","BGD2019",0.271423363902594,0.271423363902594,0.271423363902594
"BGD2019+NotCrowdedHL","NotCrowdedHL","BGD2019",0.50390253608003,0.50390253608003,0.50390253608003
"BGD2019+Land","Land","BGD2019",0.409799262441839,0.409799262441839,0.409799262441839
"BGD2019+BasicWater","BasicWater","BGD2019",0.972517630242008,0.972517630242008,0.972517630242008
"BGD2019+LearningHL","LearningHL","BGD2019",0.974146223437288,0.974146223437288,0.974146223437288
"BGD2019+HandwashHL","HandwashHL","BGD2019",0.786012328052613,0.786012328052613,0.786012328052613
"BGD2019+WaterOnstieHL","WaterOnstieHL","BGD2019",0.824438780128063,0.824438780128063,0.824438780128063
"BGD2019+ContraceptiveMethod","ContraceptiveMethod","BGD2019",0.801665518366682,0.801665518366682,0.801665518366682
"BGD2019+AccessElectricity","AccessElectricity","BGD2019",0.918710747963034,0.918710747963034,0.918710747963034
"BGD2019+SafeSanitationHL","SafeSanitationHL","BGD2019",0.643044569489023,0.643044569489023,0.643044569489023
"BGD2019+ChildMarriage18","ChildMarriage18","BGD2019",0.514199379326175,0.514199379326175,0.514199379326175
"BGD2019+HigherEducation2535","HigherEducation2535","BGD2019",0.139375946403001,0.139375946403001,0.139375946403001
"BGD2019+NoChildMarriage15","NoChildMarriage15","BGD2019",0.845166000344584,0.845166000344584,0.845166000344584
"BGD2019+BankCardHH","BankCardHH","BGD2019",0.347530279652424,0.347530279652424,0.347530279652424
"BGD2019+NoEarlyChildbearing","NoEarlyChildbearing","BGD2019",0.628174554814853,0.628174554814853,0.628174554814853
"BGD2019+MobilePhone","MobilePhone","BGD2019",0.713982811543126,0.713982811543126,0.713982811543126
"BGD2019+HigherEducation35plus","HigherEducation35plus","BGD2019",0.092508652445143,0.092508652445143,0.092508652445143
"BGD2019+CleanFuel","CleanFuel","BGD2019",0.199368565688385,0.199368565688385,0.199368565688385
"BGD2019+CleanWater","CleanWater","BGD2019",0.985443814351084,0.985443814351084,0.985443814351084
"BGD2019+InternetUse","InternetUse","BGD2019",0.128917042635423,0.128917042635423,0.128917042635423
"BGD2019+MobilePhoneHH","MobilePhoneHH","BGD2019",0.947939195526904,0.947939195526904,0.947939195526904
"BGD2019+SafeSanitation","SafeSanitation","BGD2019",0.607282729995193,0.607282729995193,0.607282729995193
"BGD2019+SecondaryEducation35plus","SecondaryEducation35plus","BGD2019",0.162667907429445,0.162667907429445,0.162667907429445
"BGD2019+NoViolenceJustifiedAgainstWomen","NoViolenceJustifiedAgainstWomen","BGD2019",0.746297958028085,0.746297958028085,0.746297958028085
"BGD2019+Covid","Covid","BGD2019",0.288318864596555,0.288318864596555,0.288318864596555
"BGD2019+NoChildMarriage18","NoChildMarriage18","BGD2019",0.485800620673825,0.485800620673825,0.485800620673825
"BGD2019+ChildMarriage15","ChildMarriage15","BGD2019",0.154833999655416,0.154833999655416,0.154833999655416
"BGD2019+ProfessionalHelp","ProfessionalHelp","BGD2019",0.589752345396147,0.589752345396147,0.589752345396147
"BGD2019+ReasonBeating","ReasonBeating","BGD2019",0.253702041971915,0.253702041971915,0.253702041971915
"BGD2019+HouseholdTechNeed","HouseholdTechNeed","BGD2019",0.36003611428326,0.36003611428326,0.36003611428326
"BGD2019+EarlyChildBearing","EarlyChildBearing","BGD2019",0.371825445185147,0.371825445185147,0.371825445185147
"BGD2019+HouseholdBasic","HouseholdBasic","BGD2019",0.122824530682395,0.122824530682395,0.122824530682395
"BTN2010+LearningHL","LearningHL","BTN2010",0.933232496308746,0.933232496308746,0.933232496308746
"BTN2010+SafeSanitationHL","SafeSanitationHL","BTN2010",0.584069187193352,0.584069187193352,0.584069187193352
"BTN2010+ProfessionalHelp","ProfessionalHelp","BTN2010",0.64419349887328,0.64419349887328,0.64419349887328
"BTN2010+HigherEducation35+","HigherEducation35+","BTN2010",0.020933276419059,0.020933276419059,0.020933276419059
"BTN2010+WaterOnstieHL","WaterOnstieHL","BTN2010",0.920408945637207,0.920408945637207,0.920408945637207
"BTN2010+Covid","Covid","BTN2010",0.160260911773512,0.160260911773512,0.160260911773512
"BTN2010+HouseholdTechNeed","HouseholdTechNeed","BTN2010",0.441264507566453,0.441264507566453,0.441264507566453
"BTN2010+SecondaryEducation2035","SecondaryEducation2035","BTN2010",0.167530968288167,0.167530968288167,0.167530968288167
"BTN2010+HandwashHL","HandwashHL","BTN2010",0.867954610020912,0.867954610020912,0.867954610020912
"BTN2010+ContraceptiveMethod","ContraceptiveMethod","BTN2010",0.780597514224693,0.780597514224693,0.780597514224693
"BTN2010+ReasonBeating","ReasonBeating","BTN2010",0.684251200400272,0.684251200400272,0.684251200400272
"BTN2010+CleanWater","CleanWater","BTN2010",0.9648223736316,0.9648223736316,0.9648223736316
"BTN2010+CleanFuel","CleanFuel","BTN2010",0.631656313077469,0.631656313077469,0.631656313077469
"BTN2010+HigherEducation2535","HigherEducation2535","BTN2010",0.081104501081157,0.081104501081157,0.081104501081157
"BTN2010+TeenPregnancy","TeenPregnancy","BTN2010",0.110028169413609,0.110028169413609,0.110028169413609
"BTN2010+HouseholdBasic","HouseholdBasic","BTN2010",0.491141788863734,0.491141788863734,0.491141788863734
"BTN2010+BankCardHH","BankCardHH","BTN2010",0.450682737094226,0.450682737094226,0.450682737094226
"BTN2010+ChildMarriage18","ChildMarriage18","BTN2010",0.258346528784468,0.258346528784468,0.258346528784468
"BTN2010+NotCrowdedHL","NotCrowdedHL","BTN2010",0.274664755262104,0.274664755262104,0.274664755262104
"BTN2010+BasicWater","BasicWater","BTN2010",0.95827923803659,0.95827923803659,0.95827923803659
"BTN2010+Land","Land","BTN2010",0.831409382079407,0.831409382079407,0.831409382079407
"BTN2010+SafeSanitation","SafeSanitation","BTN2010",0.578767197320104,0.578767197320104,0.578767197320104
"BTN2010+InternetUse","InternetUse","BTN2010",1000,1000,1000
"BTN2010+AdolescentBirthRate","AdolescentBirthRate","BTN2010",0.248729372340695,0.248729372340695,0.248729372340695
"BTN2010+SecondaryEducation35+","SecondaryEducation35+","BTN2010",0.031150834986221,0.031150834986221,0.031150834986221
"BTN2010+MobilePhoneHH","MobilePhoneHH","BTN2010",0.862241171996107,0.862241171996107,0.862241171996107
"BTN2010+AccessElectricity","AccessElectricity","BTN2010",0.732845325438936,0.732845325438936,0.732845325438936
"BTN2010+MobilePhone","MobilePhone","BTN2010",1000,1000,1000
"BTN2010+ChildMarriage15","ChildMarriage15","BTN2010",0.061774821502836,0.061774821502836,0.061774821502836
"KHM61+BankCard","BankCard","KHM61",0.054993403902874,0.054993403902874,0.054993403902874
"KHM61+CleanFuel","CleanFuel","KHM61",0.116358215332355,0.116358215332355,0.116358215332355
"KHM61+HouseholdBasic","HouseholdBasic","KHM61",0.096592990973691,0.096592990973691,0.096592990973691
"KHM61+SecondaryEducation2035","SecondaryEducation2035","KHM61",0.121611906454752,0.121611906454752,0.121611906454752
"KHM61+SecondaryEducation35+","SecondaryEducation35+","KHM61",0.047244312168264,0.047244312168264,0.047244312168264
"KHM61+AccessElectricity","AccessElectricity","KHM61",0.310813775868158,0.310813775868158,0.310813775868158
"KHM61+HouseholdTechNeed","HouseholdTechNeed","KHM61",0.619469625996464,0.619469625996464,0.619469625996464
"KHM61+ProfessionalHelp","ProfessionalHelp","KHM61",0.748091352727855,0.748091352727855,0.748091352727855
"KHM61+SafeSanitation","SafeSanitation","KHM61",0.335953862543772,0.335953862543772,0.335953862543772
"KHM61+CleanWater","CleanWater","KHM61",0.587988622060017,0.587988622060017,0.587988622060017
"KHM61+HigherEducation35+","HigherEducation35+","KHM61",0.019468087103362,0.019468087103362,0.019468087103362
"KHM61+Land","Land","KHM61",0.774502482832454,0.774502482832454,0.774502482832454
"KHM61+HigherEducation2535","HigherEducation2535","KHM61",0.053510314116557,0.053510314116557,0.053510314116557
"KHM61+BasicWater","BasicWater","KHM61",0.566402647740669,0.566402647740669,0.566402647740669
"KHM61+MultiDeprivation","MultiDeprivation","KHM61",0.054993403902874,0.054993403902874,0.054993403902874
"KHM61+ContraceptiveMethod","ContraceptiveMethod","KHM61",0.514533040488241,0.514533040488241,0.514533040488241
"KHM61+MobilePhone","MobilePhone","KHM61",0.619469625996464,0.619469625996464,0.619469625996464
"KHM72+SexualViolence","SexualViolence","KHM72",0.055280019557056,0.055280019557056,0.055280019557056
"KHM72+HouseholdTechNeed","HouseholdTechNeed","KHM72",0.872042493988892,0.872042493988892,0.872042493988892
"KHM72+Land","Land","KHM72",0.758941085014059,0.758941085014059,0.758941085014059
"KHM72+ProfessionalHelp","ProfessionalHelp","KHM72",0.906617643661666,0.906617643661666,0.906617643661666
"KHM72+Covid","Covid","KHM72",0.070710603155336,0.070710603155336,0.070710603155336
"KHM72+AllViolence","AllViolence","KHM72",0.290579235995414,0.290579235995414,0.290579235995414
"KHM72+AccessElectricity","AccessElectricity","KHM72",0.560668986947988,0.560668986947988,0.560668986947988
"KHM72+SafeSanitationPR","SafeSanitationPR","KHM72",0.481658226112041,0.481658226112041,0.481658226112041
"KHM72+BankCard","BankCard","KHM72",0.123543609845887,0.123543609845887,0.123543609845887
