"TreeID","IndicatorName.x","SurveyID.x","FormularString.x","Latest...1.x","Sample.Size.x","Overall.Mean.x","Max.Leaf.Size.x","Max.Leaf.Access.x","Min.Leaf.Size.x","Min.Leaf.Access.x","Max.Leaf.Characteristics.x","Min.Leaf.Characteristics.x","InUse.x.x","Country_ISO.x","Year.x","IndicatorName.y","Country_ISO.y","Year.y","Analysis","Sample.Size","Overall.Mean","Max.Leaf.Size","Max.Leaf.Access","Min.Leaf.Size","Min.Leaf.Access","Max.Leaf.Characteristics","Min.Leaf.Characteristics","Year.y.1","Religion_data","Ethnicity_data","Language_data","mean.diff"
"KGZ+2014+BasicWater+HighestEducation+PoorerHousehold+Residence","BasicWater","KGZ2014","HighestEducation+PoorerHousehold+Residence","0.5","6934",0.86846797079226,"0.36945398224842","0.996170541696955","0.344832092958136","0.668982230328657","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1","Y","KGZ","2014","BasicWater","KGZ","2014","BasicWater ~ PoorerHousehold + Residence + HighestEducation","6934",0.888922268946296,"0.36945398224842","0.996597747569492","0.344832092958136","0.71603037900268","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1","2014","Ready",NA,NA,-0.020454298154036
"KGZ+2014+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","KGZ2014","aGroup+Education+NUnder5+PoorerHousehold+Residence","0.5","2674.4331013031",0.710896118237976,"0.410588058142044","0.805864469542142","0.175136046550514","0.518296875873271","MAX-leaf // aGroup ~ 35+","MIN-leaf // aGroup~15-24","Y","KGZ","2014","ContraceptiveMethod","KGZ","2014","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","2823.60037178142",0.698418590424496,"0.114279612290006","0.839349847239152","0.133557480744265","0.577061329188506","MAX-leaf // NUnder5 ~ 0 // Residence ~ Urban","MIN-leaf // NUnder5~2 + 3 + 4 + 5 // PoorerHousehold~1","2014","Ready",NA,NA,0.01247752781348
"KGZ+2018+BasicWater+Ethnicity+HighestEducation+PoorerHousehold+Residence","BasicWater","KGZ2018","Ethnicity+HighestEducation+PoorerHousehold+Residence","1","6968.00000000001",0.92595862660228,"0.408042964892676","0.998557140267948","0.192303072357699","0.774043434994713","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ URBAN","MIN-leaf // PoorerHousehold~1 // Ethnicity~Kyrgyz // HighestEducation~Lower + Secondary","Y","KGZ","2018","BasicWater","KGZ","2018","BasicWater ~ PoorerHousehold + Residence + HighestEducation + Ethnicity","6968.00000000001",0.939782396009257,"0.408042964892677","0.998946698251986","0.202949324482967","0.810149527754757","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Ethnicity~Kyrgyz + MinorEthnicity // HighestEducation~Lower + Secondary","2018",NA,"Ready","NN",-0.0138237694069769
"KGZ+2018+BasicWater+HighestEducation+PoorerHousehold+Residence","BasicWater","KGZ2018","HighestEducation+PoorerHousehold+Residence","1","6968.00000000001",0.92595862660228,"0.408042964892676","0.998557140267948","0.35100964163592","0.826241782206636","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ URBAN","MIN-leaf // PoorerHousehold~1","Y","KGZ","2018","BasicWater","KGZ","2018","BasicWater ~ PoorerHousehold + Residence + HighestEducation","6968.00000000001",0.939782396009257,"0.408042964892677","0.998946698251986","0.351009641635919","0.857682430121471","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1","2018",NA,"Ready","NN",-0.0138237694069769
"KGZ+2018+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","KGZ2018","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Residence","1","2092.48100719186",0.751507628377114,"0.11441895283315","0.898375051351289","0.125189351445834","0.604732143781717","MAX-leaf // aGroup ~ 15-24 + 25-34 // NUnder5 ~ 0 + 1 // Education ~ Higher","MIN-leaf // aGroup~35+ // PoorerHousehold~1 // NUnder5~0","Y","KGZ","2018","ContraceptiveMethod","KGZ","2018","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + Ethnicity","2701.18513849693",0.59967365088278,"0.086210303114985","0.878622505236718","0.103365829386707","0.314221967452713","MAX-leaf // NUnder5 ~ 0 // Education ~ Higher","MIN-leaf // NUnder5~1 + 2 + 3 + 4 + 7 // aGroup~15-24 // Residence~Rural","2018",NA,"Ready","NN",0.151833977494334
"KGZ+2018+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","KGZ2018","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","2092.48100719186",0.751507628377114,"0.11441895283315","0.898375051351289","0.205258689874032","0.626786344297165","MAX-leaf // aGroup ~ 15-24 + 25-34 // NUnder5 ~ 0 + 1 // Education ~ Higher","MIN-leaf // aGroup~35+ // PoorerHousehold~1","Y","KGZ","2018","ContraceptiveMethod","KGZ","2018","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","2701.18513849693",0.59967365088278,"0.171062765345392","0.825395288549651","0.142458276700085","0.346478580165682","MAX-leaf // NUnder5 ~ 0 // Residence ~ Rural","MIN-leaf // NUnder5~1 + 2 + 3 + 4 + 5 + 7 // aGroup~15-24","2018",NA,"Ready","NN",0.151833977494334
"KGZ+2018+SafeSanitation+Ethnicity+HighestEducation+PoorerHousehold+Residence","SafeSanitation","KGZ2018","Ethnicity+HighestEducation+PoorerHousehold+Residence","1","6968.00000000001",0.994900662796911,"0.096304822905724","0.999049279456492","0.174274014420099","0.989439634744115","MAX-leaf // Residence ~ RURAL // PoorerHousehold ~ 1 // HighestEducation ~ Lower + Higher","MIN-leaf // Residence~URBAN // Ethnicity~MinorEthnicity + Kyrgyz // HighestEducation~Higher","Y","KGZ","2018","SafeSanitation","KGZ","2018","SafeSanitation ~ PoorerHousehold + Residence + HighestEducation + Ethnicity","6968.00000000001",0.976872547552431,"0.240947393471399","0.997265173613973","0.112043889448242","0.919269329231587","MAX-leaf // Residence ~ Rural // PoorerHousehold ~ 0","MIN-leaf // Residence~Urban // Ethnicity~Kyrgyz // HighestEducation~Lower + Secondary","2018",NA,"Ready","NN",0.01802811524448
"KGZ+2018+SafeSanitation+HighestEducation+PoorerHousehold+Residence","SafeSanitation","KGZ2018","HighestEducation+PoorerHousehold+Residence","1","6968.00000000001",0.994900662796911,"0.240947393471402","0.997976667533605","0.237699482427083","0.991025141819728","MAX-leaf // Residence ~ RURAL // PoorerHousehold ~ 0","MIN-leaf // Residence~URBAN // HighestEducation~Higher","Y","KGZ","2018","SafeSanitation","KGZ","2018","SafeSanitation ~ PoorerHousehold + Residence + HighestEducation","6968.00000000001",0.976872547552431,"0.240947393471399","0.997265173613973","0.206458145873449","0.950780556441424","MAX-leaf // Residence ~ Rural // PoorerHousehold ~ 0","MIN-leaf // Residence~Urban // HighestEducation~Lower + Secondary","2018",NA,"Ready","NN",0.01802811524448
"KIR+2019+BasicWater+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence","BasicWater","KIR2019","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence","1","3071",0.760868433439843,"0.453050226231334","0.935185185185188","0.159221812878959","0.53178004132451","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","Y","KIR","2019","BasicWater","KIR","2019","BasicWater ~ PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity","3071",0.786677736589859,"0.453050226231334","0.962962962962965","0.159221812878959","0.558070096460621","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","2019","Ready","Ready","NN",-0.0258093031500159
"KIR+2019+BasicWater+HighestEducation+PoorerHousehold+Residence","BasicWater","KIR2019","HighestEducation+PoorerHousehold+Residence","1","3071",0.760868433439843,"0.453050226231334","0.935185185185188","0.159221812878959","0.53178004132451","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","Y","KIR","2019","BasicWater","KIR","2019","BasicWater ~ PoorerHousehold + Residence + HighestEducation","3071",0.786677736589859,"0.453050226231334","0.962962962962965","0.159221812878959","0.558070096460621","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","2019","Ready","Ready","NN",-0.0258093031500159
"KIR+2019+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","ContraceptiveMethod","KIR2019","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","1","1651.03961077844",0.510893524517726,"0.094101822705518","0.700151512197299","0.070512336741583","0.298833495996132","MAX-leaf // Religion ~ UnitingChurch // aGroup ~ 35+","MIN-leaf // Religion~LatterDaySaints + RomanCatholic // aGroup~15-24 // Education~Higher","Y","KIR","2019","ContraceptiveMethod","KIR","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + Religion + Ethnicity","1830.48823973884",0.460808994866482,"0.087269886171773","0.680951540810953","0.077712660825427","0.244564351614097","MAX-leaf // Religion ~ UnitingChurch // aGroup ~ 35+","MIN-leaf // Religion~LatterDaySaints + RomanCatholic // aGroup~15-24 // Education~Higher","2019","Ready","Ready","NN",0.0500845296512439
"KIR+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","KIR2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","1651.03961077844",0.510893524517726,"0.210126264018264","0.625578258826169","0.106724109035936","0.402801289536244","MAX-leaf // NUnder5 ~ 0 // aGroup ~ 25-34 + 35+","MIN-leaf // NUnder5~0 + 1 // aGroup~15-24","Y","KIR","2019","ContraceptiveMethod","KIR","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","1830.48823973884",0.460808994866482,"0.082627513640932","0.628285401077118","0.125186381031641","0.310727846718212","MAX-leaf // aGroup ~ 25-34 + 35+ // NUnder5 ~ 0 // PoorerHousehold ~ 1","MIN-leaf // aGroup~15-24 // Education~Higher","2019","Ready","Ready","NN",0.0500845296512439
"LAO+2011+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","LAO2011","aGroup+Education+NUnder5+PoorerHousehold+Residence","0","11361.5632920152",0.615495727591888,"0.101999381978058","0.783646895325745","0.083833126008322","0.468550246344301","MAX-leaf // aGroup ~ 25-34 // NUnder5 ~ 0 // Education ~ Lower","MIN-leaf // aGroup~15-24 // PoorerHousehold~1","Y","LAO","2011","ContraceptiveMethod","LAO","2011","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","12674.2524573306",0.556252371603505,"0.122922932274369","0.772969851351601","0.186200070805931","0.413314116844063","MAX-leaf // NUnder5 ~ 0 // aGroup ~ 25-34","MIN-leaf // NUnder5~2 + 3 + 4 + 5 + 6 + 8 + 9","2011","Ready","Ready","NN",0.0592433559883829
"LAO+2017+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","LAO2017","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","12670.4039566565",0.747030156732502,"0.192682768633777","0.822767486285869","0.102816312155823","0.674198814254125","MAX-leaf // Residence ~ RURAL WITH ROAD + RURAL WITHOUT ROAD // NUnder5 ~ 0 + 1 // PoorerHousehold ~ 0 // Education ~ Lower","MIN-leaf // Residence~RURAL WITH ROAD + RURAL WITHOUT ROAD // NUnder5~2 + 3 + 4 + 5 + 6 + 7","Y","LAO","2017","ContraceptiveMethod","LAO","2017","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","14663.4912489376",0.662746147079073,"0.248978954307013","0.821690559427884","0.121158350176641","0.459666965275296","MAX-leaf // aGroup ~ 25-34 + 35+ // NUnder5 ~ 0 // Education ~ Lower","MIN-leaf // aGroup~15-24 // Education~Secondary + Higher","2017","Ready",NA,NA,0.084284009653429
"LAO+2017+SecondaryEducation2035+PoorerHousehold+Residence+Sex","SecondaryEducation2035","LAO2017","PoorerHousehold+Residence+Sex","1","25390.7439713199",0.319742146697209,"0.144259781469494","0.64497181408998","0.1902168919386","0.054142729022172","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ URBAN // Sex ~ MALE","MIN-leaf // PoorerHousehold~1 // Sex~FEMALE","Y","LAO","2017","SecondaryEducation2035","LAO","2017","SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex","25390.7439713199",0.291086738150433,"0.152920901038994","0.581124206237544","0.1902168919386","0.047481231860937","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Sex~Female","2017","Ready",NA,NA,0.028655408546776
"MNG+2013+BasicWater+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence","BasicWater","MNG2013","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence","0","14805",0.598489826925343,"0.369515389512576","0.801364448191461","0.062282638543934","0.278814843753025","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Residence~Rural // HighestEducation~Lower // Religion~Buddism","Y","MNG","2013","BasicWater","MNG","2013","BasicWater ~ PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity","14805",0.401030954488201,"0.158397165483749","0.681713744564123","0.073874208967952","0.142537560174831","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher // Religion ~ NoReligion","MIN-leaf // PoorerHousehold~1 // Ethnicity~Khalkh // HighestEducation~Lower + Secondary // Residence~Urban","2013","Ready","Ready","NN",0.197458872437142
"MNG+2013+BasicWater+HighestEducation+PoorerHousehold+Residence","BasicWater","MNG2013","HighestEducation+PoorerHousehold+Residence","0","14805",0.598489826925343,"0.425368341470998","0.798270900173474","0.122593842558555","0.292190746189736","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher","MIN-leaf // PoorerHousehold~1 // Residence~Rural // HighestEducation~Lower","Y","MNG","2013","BasicWater","MNG","2013","BasicWater ~ PoorerHousehold + Residence + HighestEducation","14805",0.401030954488201,"0.369515389512575","0.672312762037557","0.135806253763714","0.160355669108409","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher","MIN-leaf // PoorerHousehold~1 // Residence~Urban","2013","Ready","Ready","NN",0.197458872437142
"MNG+2013+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","ContraceptiveMethod","MNG2013","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","0","5977.94967207981",0.699595012507127,"0.099300285874635","0.838320429553503","0.167654462320698","0.590669858515572","MAX-leaf // Residence ~ Rural // Education ~ Lower + Secondary // Ethnicity ~ Khalkh // aGroup ~ 35+","MIN-leaf // Residence~Urban // NUnder5~0 // Education~Higher","Y","MNG","2013","ContraceptiveMethod","MNG","2013","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + Religion + Ethnicity","7475.79863243773",0.683113998419869,"0.086816368280312","0.87177664558012","0.200763208613866","0.480251712406752","MAX-leaf // aGroup ~ 15-24 + 25-34 // Residence ~ Rural // Education ~ Secondary","MIN-leaf // aGroup~35+ // Education~Higher // PoorerHousehold~0 // NUnder5~0","2013","Ready","Ready","NN",0.016481014087258
"MNG+2013+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","MNG2013","aGroup+Education+NUnder5+PoorerHousehold+Residence","0","5977.94967207981",0.699595012507127,"0.135051945822631","0.827212055459342","0.167654462320698","0.590669858515572","MAX-leaf // Residence ~ Rural // Education ~ Lower + Secondary // aGroup ~ 35+","MIN-leaf // Residence~Urban // NUnder5~0 // Education~Higher","Y","MNG","2013","ContraceptiveMethod","MNG","2013","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","7475.79863243773",0.683113998419869,"0.166690744955454","0.858598094387395","0.200763208613866","0.480251712406752","MAX-leaf // aGroup ~ 15-24 + 25-34 // Residence ~ Rural","MIN-leaf // aGroup~35+ // Education~Higher // PoorerHousehold~0 // NUnder5~0","2013","Ready","Ready","NN",0.016481014087258
"MNG+2013+SafeSanitation+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence","SafeSanitation","MNG2013","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence","0","14805",0.260755288808284,"0.158397165483749","0.566611171461178","0.317126052688272","0.009313782464617","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher // Residence ~ Urban // Religion ~ No religion","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower + Secondary","Y","MNG","2013","SafeSanitation","MNG","2013","SafeSanitation ~ PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity","14805",0.574843141828508,"0.369515389512575","0.796248628836104","0.068246905125209","0.242136470521988","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Ethnicity~MinorEthnicity","2013","Ready","Ready","NN",-0.314087853020224
"MNG+2013+SafeSanitation+HighestEducation+PoorerHousehold+Residence","SafeSanitation","MNG2013","HighestEducation+PoorerHousehold+Residence","0","14805",0.260755288808284,"0.425368341470998","0.512701127576531","0.400214987071961","0.012310432731359","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher","MIN-leaf // PoorerHousehold~1","Y","MNG","2013","SafeSanitation","MNG","2013","SafeSanitation ~ PoorerHousehold + Residence + HighestEducation","14805",0.574843141828508,"0.425368341471","0.783739811690252","0.264408733308242","0.266706918199351","MAX-leaf // PoorerHousehold ~ 0 // HighestEducation ~ Higher","MIN-leaf // PoorerHousehold~1 // Residence~Rural","2013","Ready","Ready","NN",-0.314087853020224
"MNG+2013+SecondaryEducation2035+Ethnicity+PoorerHousehold+Religion+Residence+Sex","SecondaryEducation2035","MNG2013","Ethnicity+PoorerHousehold+Religion+Residence+Sex","0","12923.9086348999",0.700621843875321,"0.179559317906764","0.939225899067756","0.134258466780648","0.240708961737618","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Female // Religion ~ MinorReligion + Buddism","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Male","Y","MNG","2013","SecondaryEducation2035","MNG","2013","SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex + Religion + Ethnicity","12923.9086348999",0.68820888914886,"0.179559317906764","0.934270189903143","0.134258466780648","0.213964266152994","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Female // Religion ~ Buddhist + MinorReligion","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Male","2013","Ready","Ready","NN",0.012412954726461
"MNG+2013+SecondaryEducation2035+PoorerHousehold+Residence+Sex","SecondaryEducation2035","MNG2013","PoorerHousehold+Residence+Sex","0","12923.9086348999",0.700621843875321,"0.318908745818012","0.929176341183247","0.134258466780648","0.240708961737618","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Male","Y","MNG","2013","SecondaryEducation2035","MNG","2013","SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex","12923.9086348999",0.68820888914886,"0.318908745818011","0.925846358227682","0.134258466780648","0.213964266152994","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Male","2013","Ready","Ready","NN",0.012412954726461
"MNG+2018+BasicWater+HighestEducation+PoorerHousehold+Residence","BasicWater","MNG2018","HighestEducation+PoorerHousehold+Residence","1","13798",0.732765794443236,"0.386936385337179","0.918893190790051","0.253705575281798","0.372691237438913","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // HighestEducation ~ Higher","MIN-leaf // PoorerHousehold~1 // Residence~Rural","Y","MNG","2018","BasicWater","MNG","2018","BasicWater ~ PoorerHousehold + Residence + HighestEducation","13798",0.82520011878485,"0.386936385337175","0.971795077624177","0.253705575281798","0.490325936627879","MAX-leaf // Residence ~ Urban // PoorerHousehold ~ 0 // HighestEducation ~ Higher","MIN-leaf // Residence~Rural // PoorerHousehold~1","2018","Ready","Ready","NN",-0.092434324341614
"MNG+2018+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","MNG2018","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","5581.19236019881",0.626233327949087,"0.13169374541207","0.761514981264045","0.188983483225398","0.52669631130667","MAX-leaf // Residence ~ Rural // aGroup ~ 25-34","MIN-leaf // Residence~Urban // aGroup~15-24 + 35+ // NUnder5~0","Y","MNG","2018","ContraceptiveMethod","MNG","2018","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","7211.42060131219",0.547315568876965,"0.115635368904849","0.718779260455591","0.221855938398403","0.450605517345485","MAX-leaf // Residence ~ Rural // aGroup ~ 25-34","MIN-leaf // Residence~Urban // aGroup~15-24 + 35+ // NUnder5~0","2018","Ready","Ready","NN",0.0789177590721221
"MNG+2018+MobilePhone+aGroup+Education+PoorerHousehold+Residence+Sex","MobilePhone","MNG2018","aGroup+Education+PoorerHousehold+Residence+Sex","1","15271",0.965440271543417,"0.185710619523143","0.9981688209255","0.082444764556523","0.876124191725096","MAX-leaf // PoorerHousehold ~ 0 // Education ~ Higher // aGroup ~ 25-34","MIN-leaf // PoorerHousehold~1 // Education~Lower + Secondary // Residence~Rural // aGroup~15-24 + 25-34","Y","MNG","2018","MobilePhone","MNG","2018","MobilePhone ~ PoorerHousehold + Residence + aGroup + Education + Sex","15271",0.87070138527255,"0.236959904531929","0.996641621690655","0.165869949577631","0.48006316620608","MAX-leaf // Sex ~ Female // PoorerHousehold ~ 0 // Education ~ Higher","MIN-leaf // Sex~Male // PoorerHousehold~1","2018","Ready","Ready","NN",0.094738886270867
"MNG+2018+SecondaryEducation2035+PoorerHousehold+Residence+Sex","SecondaryEducation2035","MNG2018","PoorerHousehold+Residence+Sex","1","11756.1106954766",0.779346652756262,"0.328547973600606","0.86878725355419","0.11458792430212","0.619408183003156","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ FEMALE","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~MALE","Y","MNG","2018","SecondaryEducation2035","MNG","2018","SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex","11756.1106954766",0.79102720435072,"0.328547973600607","0.945910376841758","0.11458792430212","0.40090686866634","MAX-leaf // PoorerHousehold ~ 0 // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Male","2018","Ready","Ready","NN",-0.011680551594458
"NPL+2019+BasicWater+HighestEducation+Language+PoorerHousehold+Religion+Residence","BasicWater","NPL2019","HighestEducation+Language+PoorerHousehold+Religion+Residence","1","12655",0.930780055795752,"0.072783022449229","0.99299990969589","0.054235014434114","0.820453610968515","MAX-leaf // PoorerHousehold ~ 0 // Language ~ Bhojpuri + Tharu","MIN-leaf // PoorerHousehold~1 // Language~Nepali // HighestEducation~Lower // Residence~Urban","Y","NPL","2019","BasicWater","NPL","2019","BasicWater ~ PoorerHousehold + Residence + HighestEducation + Religion + Language","12655",0.951178020563767,"0.072783022449229","0.993908971650276","0.10309624381428","0.88142923406416","MAX-leaf // PoorerHousehold ~ 0 // Language ~ Bhojpuri + Tharu","MIN-leaf // PoorerHousehold~1 // Language~MinorLanguage + Nepali // HighestEducation~Lower // Residence~Urban","2019","Ready",NA,"Ready",-0.020397964768015
"NPL+2019+BasicWater+HighestEducation+PoorerHousehold+Residence","BasicWater","NPL2019","HighestEducation+PoorerHousehold+Residence","1","12655",0.930780055795752,"0.116506302456726","0.98078768580702","0.315183509764026","0.868151617429626","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Rural","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","Y","NPL","2019","BasicWater","NPL","2019","BasicWater ~ PoorerHousehold + Residence + HighestEducation","12655",0.951178020563767,"0.116506302456726","0.988760289792539","0.149448730631649","0.900826869027929","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Rural","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower // Residence~Urban","2019","Ready",NA,"Ready",-0.020397964768015
"NPL+2019+ContraceptiveMethod+aGroup+Education+Language+NUnder5+PoorerHousehold+Religion+Residence","ContraceptiveMethod","NPL2019","aGroup+Education+Language+NUnder5+PoorerHousehold+Religion+Residence","1","7938.74537920106",0.623181168832404,"0.078587610082466","0.92628875285065","0.076323944416896","0.32415901082624","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0 // Language ~ Bhojpuri + Maithili + Tharu","MIN-leaf // aGroup~15-24 // NUnder5~1 + 2 + 3 + 4 + 8 + 5 // Language~Bhojpuri + Maithili + MinorLanguage","Y","NPL","2019","ContraceptiveMethod","NPL","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + Religion + Language","8145.29179229888",0.607378685825701,"0.076594803760683","0.92628875285065","0.086310366156894","0.290254061986582","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0 // Language ~ Bhojpuri + Maithili + Tharu","MIN-leaf // aGroup~15-24 // Language~Bhojpuri + Maithili + Nepali // Residence~Urban","2019","Ready",NA,"Ready",0.0158024830067031
"NPL+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","NPL2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","7938.74537920106",0.623181168832404,"0.108310495157839","0.878175054249111","0.102431549549315","0.364771500823004","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0 // PoorerHousehold ~ 1","MIN-leaf // aGroup~15-24 // NUnder5~1 + 2 + 3 + 4 + 5 + 8 // Residence~Urban","Y","NPL","2019","ContraceptiveMethod","NPL","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","8145.29179229888",0.607378685825701,"0.105800861205831","0.876208901296771","0.104467621040433","0.324028942594614","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0 // PoorerHousehold ~ 1","MIN-leaf // aGroup~15-24 // Education~Secondary","2019","Ready",NA,"Ready",0.0158024830067031
"PNG+2018+HigherEducation2535+PoorerHousehold+Residence+Sex","HigherEducation2535","PNG70","PoorerHousehold+Residence+Sex","1","12127.7764",0.060597623897485,"0.131207811103772","0.178862366776442","0.201953612535271","0.007559337423082","MAX-leaf // Residence ~ Urban","MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female","Y","PNG","2018","HigherEducation2535","PNG","2018","HigherEducation2535 ~ PoorerHousehold + Residence + Sex","12127.7764",0.084306554250126,"0.067368947534356","0.236618114424918","0.201953612535271","0.025032223193303","MAX-leaf // Residence ~ Urban // Sex ~ Male","MIN-leaf // Residence~Rural // PoorerHousehold~1 // Sex~Female","2018","","","",-0.023708930352641
