"TreeID","IndicatorName.x","SurveyID.x","FormularString.x","Latest...1.x","Sample.Size.x","Overall.Mean.x","Max.Leaf.Size.x","Max.Leaf.Access.x","Min.Leaf.Size.x","Min.Leaf.Access.x","Max.Leaf.Characteristics.x","Min.Leaf.Characteristics.x","InUse.x.x","Country_ISO.x","Year.x","IndicatorName.y","Country_ISO.y","Year.y","Analysis","Sample.Size","Overall.Mean","Max.Leaf.Size","Max.Leaf.Access","Min.Leaf.Size","Min.Leaf.Access","Max.Leaf.Characteristics","Min.Leaf.Characteristics","Year.y.1","Religion_data","Ethnicity_data","Language_data","mean.diff"
"PNG+2018+SecondaryEducation2035+PoorerHousehold+Residence+Sex","SecondaryEducation2035","PNG70","PoorerHousehold+Residence+Sex","1","18735.025461",0.136190252813449,"0.131178929066094","0.312376737061167","0.190997898212038","0.015465164247189","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Sex~Female","Y","PNG","2018","SecondaryEducation2035","PNG","2018","SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex","18735.025461",0.15792387403791,"0.067081820764866","0.37725387049163","0.190997898212038","0.032583044186466","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Sex~Female","2018","","","",-0.021733621224461
"THA+2012+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","ContraceptiveMethod","THA2012","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","0","13141.1441805169",0.877041704408235,"0.106279314365412","0.946222743406651","0.04923711077181","0.687522585553061","MAX-leaf // Religion ~ Buddhism // Education ~ Lower + Secondary // aGroup ~ 35+ // NUnder5 ~ 1 + 2 + 3 + 4 + 10","MIN-leaf // Religion~MinorReligion + Islam","Y","THA","2012","ContraceptiveMethod","THA","2012","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + Religion + Ethnicity","13259.060899398",0.898311066009865,"0.223704686845492","0.945707725465697","0.050761894712537","0.67968873067576","MAX-leaf // Religion ~ Buddhism // PoorerHousehold ~ 1 // NUnder5 ~ 0","MIN-leaf // Religion~MinorReligion","2012","Ready","Ready","NN",-0.02126936160163
"THA+2012+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","THA2012","aGroup+Education+NUnder5+PoorerHousehold+Residence","0","13141.1441805169",0.877041704408235,"0.23345207892678","0.930041170590005","0.20428710193794","0.811422043929824","MAX-leaf // Education ~ Lower + Secondary // aGroup ~ 35+ // PoorerHousehold ~ 1","MIN-leaf // Education~Higher","Y","THA","2012","ContraceptiveMethod","THA","2012","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","13259.060899398",0.898311066009865,"0.229542869743115","0.940925118216266","0.066551777642148","0.829334579508786","MAX-leaf // PoorerHousehold ~ 1 // NUnder5 ~ 0","MIN-leaf // PoorerHousehold~0 // NUnder5~1 + 2 + 3 + 4 // aGroup~15-24 + 25-34 // Residence~Urban","2012","Ready","Ready","NN",-0.02126936160163
"THA+2019+ContraceptiveMethod+aGroup+Education+Language+NUnder5+PoorerHousehold+Religion+Residence","ContraceptiveMethod","THA2019","aGroup+Education+Language+NUnder5+PoorerHousehold+Religion+Residence","1","13014.3423334927",0.896702675836142,"0.140133329776375","0.934359233780276","0.041446409793016","0.744201611736935","MAX-leaf // Religion ~ BUDDHISM + NoReligion // Education ~ Lower + Secondary // Residence ~ Rural // NUnder5 ~ 0 // PoorerHousehold ~ 1","MIN-leaf // Religion~ISLAM","Y","THA","2019","ContraceptiveMethod","THA","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + Language + Religion","13352.5406285526",0.873990644876657,"0.123595750143317","0.929197778459064","0.055674836522338","0.733662579433479","MAX-leaf // Language ~ Thai // Education ~ Lower + Secondary // Residence ~ Rural // aGroup ~ 35+ // PoorerHousehold ~ 1","MIN-leaf // Language~MinorLanguage","2019","Ready",NA,"Ready",0.022712030959485
"THA+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","THA2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","13014.3423334927",0.896702675836142,"0.15739186436011","0.927141615086169","0.081100788155208","0.843664143702097","MAX-leaf // Education ~ Secondary // NUnder5 ~ 0 // Residence ~ Rural","MIN-leaf // Education~Higher // aGroup~25-34","Y","THA","2019","ContraceptiveMethod","THA","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","13352.5406285526",0.873990644876657,"0.306472373389176","0.908713254417316","0.098235842188118","0.807519936909146","MAX-leaf // Education ~ Lower + Secondary // NUnder5 ~ 0 // Residence ~ Rural","MIN-leaf // Education~Higher // aGroup~15-24 + 25-34","2019","Ready",NA,"Ready",0.022712030959485
"THA+2019+HigherEducation2535+Language+PoorerHousehold+Religion+Residence+Sex","HigherEducation2535","THA2019","Language+PoorerHousehold+Religion+Residence+Sex","1","12565.4472629397",0.427881822348306,"0.197098535602397","0.673622390785328","0.109549520879312","0.114856450367341","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Male","Y","THA","2019","HigherEducation2535","THA","2019","HigherEducation2535 ~ PoorerHousehold + Residence + Sex + Language + Religion","12921.7912497498",0.416082133627744,"0.192931422856916","0.669194211649966","0.0537339122053","0.058386124824997","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Language~MinorLanguage","2019","Ready",NA,"Ready",0.011799688720562
"THA+2019+HigherEducation2535+PoorerHousehold+Residence+Sex","HigherEducation2535","THA2019","PoorerHousehold+Residence+Sex","1","12565.4472629397",0.427881822348306,"0.197098535602398","0.673622390785323","0.109549520879311","0.114856450367341","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Male","Y","THA","2019","HigherEducation2535","THA","2019","HigherEducation2535 ~ PoorerHousehold + Residence + Sex","12921.7912497498",0.416082133627744,"0.192931422856916","0.669194211649966","0.112512380284758","0.108747877966843","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Male","2019","Ready",NA,"Ready",0.011799688720562
"THA+2019+HigherEducation35plus+Language+PoorerHousehold+Religion+Residence+Sex","HigherEducation35plus","THA2019","Language+PoorerHousehold+Religion+Residence+Sex","1","56942.1225212955",0.197681498797051,"0.147384276410251","0.390959543566813","0.140397004214958","0.024605737965233","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","Y","THA","2019","HigherEducation35plus","THA","2019","HigherEducation35plus ~ PoorerHousehold + Residence + Sex + Language + Religion","60051.2169640983",0.187446727872721,"0.142341182555264","0.383852383331775","0.150011413903747","0.021836436633788","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","2019","Ready",NA,"Ready",0.01023477092433
"THA+2019+HigherEducation35plus+PoorerHousehold+Residence+Sex","HigherEducation35plus","THA2019","PoorerHousehold+Residence+Sex","1","56942.1225212955",0.197681498797051,"0.147384276410252","0.390959543566813","0.140397004214958","0.024605737965233","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","Y","THA","2019","HigherEducation35plus","THA","2019","HigherEducation35plus ~ PoorerHousehold + Residence + Sex","60051.2169640983",0.187446727872721,"0.142341182555264","0.383852383331775","0.150011413903747","0.021836436633788","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","2019","Ready",NA,"Ready",0.01023477092433
"THA+2019+SecondaryEducation2035+Language+PoorerHousehold+Religion+Residence+Sex","SecondaryEducation2035","THA2019","Language+PoorerHousehold+Religion+Residence+Sex","1","17498.665892831",0.63154664710684,"0.197120464751358","0.823489759550523","0.112272192164714","0.319782044544928","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Sex~Male // Residence~Rural","Y","THA","2019","SecondaryEducation2035","THA","2019","SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex + Language + Religion","17953.8697424576",0.615534362897047,"0.193390961811779","0.818089112874059","0.05479334625721","0.213951118462496","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Language~MinorLanguage","2019","Ready",NA,"Ready",0.0160122842097931
"THA+2019+SecondaryEducation2035+PoorerHousehold+Residence+Sex","SecondaryEducation2035","THA2019","PoorerHousehold+Residence+Sex","1","17498.665892831",0.63154664710684,"0.197120464751359","0.82348975955052","0.197452547409088","0.350904923842522","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Sex~Male","Y","THA","2019","SecondaryEducation2035","THA","2019","SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex","17953.8697424576",0.615534362897047,"0.193390961811779","0.818089112874059","0.205803962761634","0.328129547466053","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Sex~Male","2019","Ready",NA,"Ready",0.0160122842097931
"THA+2019+SecondaryEducation35plus+Language+PoorerHousehold+Religion+Residence+Sex","SecondaryEducation35plus","THA2019","Language+PoorerHousehold+Religion+Residence+Sex","1","58215.9709495244",0.286185160549277,"0.148205375005838","0.510604300212645","0.139127813475075","0.064962018443913","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","Y","THA","2019","SecondaryEducation35plus","THA","2019","SecondaryEducation35plus ~ PoorerHousehold + Residence + Sex + Language + Religion","61354.1222659171",0.271547312184055,"0.14322523397818","0.501334139584313","0.148567099183011","0.05772304386344","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","2019","Ready",NA,"Ready",0.014637848365222
"THA+2019+SecondaryEducation35plus+PoorerHousehold+Residence+Sex","SecondaryEducation35plus","THA2019","PoorerHousehold+Residence+Sex","1","58215.9709495244",0.286185160549277,"0.148205375005839","0.510604300212642","0.139127813475075","0.064962018443913","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","Y","THA","2019","SecondaryEducation35plus","THA","2019","SecondaryEducation35plus ~ PoorerHousehold + Residence + Sex","61354.1222659171",0.271547312184055,"0.14322523397818","0.501334139584313","0.148567099183011","0.05772304386344","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Residence~Rural // Sex~Female","2019","Ready",NA,"Ready",0.014637848365222
"TKM+2015+ContraceptiveMethod+aGroup+Education+Language+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","TKM2015","aGroup+Education+Language+NUnder5+PoorerHousehold+Residence","0","3168.49018490003",0.726455217062118,"0.114293799756318","0.869237671090481","0.095307145762389","0.460018715092758","MAX-leaf // aGroup ~ 35+ // Residence ~ Rural // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24","Y","TKM","2015","ContraceptiveMethod","TKM","2015","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + Language","3101.14683321151",0.75654449357392,"0.068335759374484","0.945818295301448","0.089092926183688","0.504056936862684","MAX-leaf // NUnder5 ~ 0 // aGroup ~ 25-34","MIN-leaf // NUnder5~1 + 2 + 3 + 4 + 5 + 6 + 7 // aGroup~15-24","2015",NA,NA,"Ready",-0.0300892765118019
"TKM+2015+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","TKM2015","aGroup+Education+NUnder5+PoorerHousehold+Residence","0","3168.49018490003",0.726455217062118,"0.114293799756318","0.869237671090481","0.095307145762389","0.460018715092758","MAX-leaf // aGroup ~ 35+ // Residence ~ Rural // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24","Y","TKM","2015","ContraceptiveMethod","TKM","2015","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","3101.14683321151",0.75654449357392,"0.232626831710851","0.910572049422888","0.178688735678529","0.579876204951524","MAX-leaf // NUnder5 ~ 0 // Residence ~ Rural","MIN-leaf // NUnder5~1 + 2 + 3 + 4 + 5 + 6 // aGroup~15-24 + 25-34 // PoorerHousehold~1","2015",NA,NA,"Ready",-0.0300892765118019
"TON+2019+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence","AccessElectricity","TON2019","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence","1","2498",0.962545439374119,"0.591094899659607","1","0.065677456131429","0.8535653156487","MAX-leaf // PoorerHousehold ~ 0","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","Y","TON","2019","AccessElectricity","TON","2019","AccessElectricity ~ PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity","2498",0.982396236359229,"0.591094899659607","1","0.065677456131429","0.908256906657631","MAX-leaf // PoorerHousehold ~ 0","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","2019","Ready","Ready","NN",-0.0198507969851101
"TON+2019+AccessElectricity+Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence","AccessElectricity","TON2019","Ethnicity+HighestEducation+PoorerHousehold+Religion+Residence","1","2498",0.962545439374119,"0.591094899659607","1","0.065677456131429","0.8535653156487","MAX-leaf // PoorerHousehold ~ 0","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","Y","TON","2019","AccessElectricity","TON","2019","AccessElectricity ~ PoorerHousehold + Residence + HighestEducation + Religion + Ethnicity","2498",0.982396236359229,"0.591094899659607","1","0.065677456131429","0.908256906657631","MAX-leaf // PoorerHousehold ~ 0","MIN-leaf // PoorerHousehold~1 // HighestEducation~Lower","2019","Ready","Ready","NN",-0.0198507969851101
"TON+2019+AccessElectricity+HighestEducation+PoorerHousehold+Residence","AccessElectricity","TON2019","HighestEducation+PoorerHousehold+Residence","1","2498",0.962545439374119,"0.591094899659607","1","0.408905100340392","0.908402803988741","MAX-leaf // PoorerHousehold ~ 0","MIN-leaf // PoorerHousehold~1","Y","TON","2019","AccessElectricity","TON","2019","AccessElectricity ~ PoorerHousehold + Residence + HighestEducation","2498",0.982396236359229,"0.591094899659607","1","0.408905100340392","0.956949024049549","MAX-leaf // PoorerHousehold ~ 0","MIN-leaf // PoorerHousehold~1","2019","Ready","Ready","NN",-0.0198507969851101
"TON+2019+AccessElectricity+HighestEducation+PoorerHousehold+Residence","AccessElectricity","TON2019","HighestEducation+PoorerHousehold+Residence","1","2498",0.962545439374119,"0.591094899659607","1","0.408905100340392","0.908402803988741","MAX-leaf // PoorerHousehold ~ 0","MIN-leaf // PoorerHousehold~1","Y","TON","2019","AccessElectricity","TON","2019","AccessElectricity ~ PoorerHousehold + Residence + HighestEducation","2498",0.982396236359229,"0.591094899659607","1","0.408905100340392","0.956949024049549","MAX-leaf // PoorerHousehold ~ 0","MIN-leaf // PoorerHousehold~1","2019","Ready","Ready","NN",-0.0198507969851101
"TON+2019+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","ContraceptiveMethod","TON2019","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","1","937.51524058557",0.459139720899018,"0.063227113896975","0.658315719963648","0.060110292527986","0.211398930921354","MAX-leaf // aGroup ~ 35+ // Religion ~ MinorReligion + RomanCatholic // NUnder5 ~ 1","MIN-leaf // aGroup~15-24 // Religion~LatterDaySaints + MinorReligion","Y","TON","2019","ContraceptiveMethod","TON","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + Religion + Ethnicity","1035.48692754231",0.415698619124717,"0.251390318944984","0.561813977770197","0.070808343584588","0.162480373619705","MAX-leaf // aGroup ~ 35+ // Religion ~ FreeChurchTonga + FreeWesleyanChurch + MinorReligion // Residence ~ Rural","MIN-leaf // aGroup~15-24 // Religion~LatterDaySaints + MinorReligion","2019","Ready","Ready","NN",0.043441101774301
"TON+2019+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","ContraceptiveMethod","TON2019","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","1","937.51524058557",0.459139720899018,"0.063227113896975","0.658315719963648","0.060110292527986","0.211398930921354","MAX-leaf // aGroup ~ 35+ // Religion ~ MinorReligion + RomanCatholic // NUnder5 ~ 1","MIN-leaf // aGroup~15-24 // Religion~LatterDaySaints + MinorReligion","Y","TON","2019","ContraceptiveMethod","TON","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + Religion + Ethnicity","1035.48692754231",0.415698619124717,"0.251390318944984","0.561813977770197","0.070808343584588","0.162480373619705","MAX-leaf // aGroup ~ 35+ // Religion ~ FreeChurchTonga + FreeWesleyanChurch + MinorReligion // Residence ~ Rural","MIN-leaf // aGroup~15-24 // Religion~LatterDaySaints + MinorReligion","2019","Ready","Ready","NN",0.043441101774301
"TON+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","TON2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","937.51524058557",0.459139720899018,"0.29393034336303","0.525796922504044","0.141590266496228","0.302031230294761","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24","Y","TON","2019","ContraceptiveMethod","TON","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","1035.48692754231",0.415698619124717,"0.219908664317554","0.527950577789497","0.15581847342288","0.248484910942672","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0","MIN-leaf // aGroup~15-24","2019","Ready","Ready","NN",0.043441101774301
"TON+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","TON2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","937.51524058557",0.459139720899018,"0.29393034336303","0.525796922504044","0.141590266496228","0.302031230294761","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24","Y","TON","2019","ContraceptiveMethod","TON","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","1035.48692754231",0.415698619124717,"0.219908664317554","0.527950577789497","0.15581847342288","0.248484910942672","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0","MIN-leaf // aGroup~15-24","2019","Ready","Ready","NN",0.043441101774301
"TON+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","TON2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","937.51524058557",0.459139720899018,"0.29393034336303","0.525796922504044","0.141590266496228","0.302031230294761","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24","Y","TON","2019","ContraceptiveMethod","TON","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","1035.48692754231",0.415698619124717,"0.219908664317554","0.527950577789497","0.15581847342288","0.248484910942672","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0","MIN-leaf // aGroup~15-24","2019","Ready","Ready","NN",0.043441101774301
"TON+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","TON2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","937.51524058557",0.459139720899018,"0.29393034336303","0.525796922504044","0.141590266496228","0.302031230294761","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24","Y","TON","2019","ContraceptiveMethod","TON","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","1035.48692754231",0.415698619124717,"0.219908664317554","0.527950577789497","0.15581847342288","0.248484910942672","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0","MIN-leaf // aGroup~15-24","2019","Ready","Ready","NN",0.043441101774301
"TON+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","TON2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","942.918521201088",0.457257470493059,"0.09637359751583","0.579645314374447","0.090263518908367","0.260934499012487","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 1 // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24 // NUnder5~0 + 1","Y","TON","2019","ContraceptiveMethod","TON","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","1035.48692754231",0.415698619124717,"0.219908664317554","0.527950577789497","0.15581847342288","0.248484910942672","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0","MIN-leaf // aGroup~15-24","2019","Ready","Ready","NN",0.041558851368342
"TON+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","TON2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","942.918521201088",0.457257470493059,"0.09637359751583","0.579645314374447","0.090263518908367","0.260934499012487","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 1 // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24 // NUnder5~0 + 1","Y","TON","2019","ContraceptiveMethod","TON","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","1035.48692754231",0.415698619124717,"0.219908664317554","0.527950577789497","0.15581847342288","0.248484910942672","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0","MIN-leaf // aGroup~15-24","2019","Ready","Ready","NN",0.041558851368342
"TON+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","TON2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","942.918521201088",0.457257470493059,"0.09637359751583","0.579645314374447","0.090263518908367","0.260934499012487","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 1 // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24 // NUnder5~0 + 1","Y","TON","2019","ContraceptiveMethod","TON","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","1035.48692754231",0.415698619124717,"0.219908664317554","0.527950577789497","0.15581847342288","0.248484910942672","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0","MIN-leaf // aGroup~15-24","2019","Ready","Ready","NN",0.041558851368342
"TON+2019+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","TON2019","aGroup+Education+NUnder5+PoorerHousehold+Residence","1","942.918521201088",0.457257470493059,"0.09637359751583","0.579645314374447","0.090263518908367","0.260934499012487","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 1 // PoorerHousehold ~ 0","MIN-leaf // aGroup~15-24 // NUnder5~0 + 1","Y","TON","2019","ContraceptiveMethod","TON","2019","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","1035.48692754231",0.415698619124717,"0.219908664317554","0.527950577789497","0.15581847342288","0.248484910942672","MAX-leaf // aGroup ~ 35+ // NUnder5 ~ 0","MIN-leaf // aGroup~15-24","2019","Ready","Ready","NN",0.041558851368342
"VNM+2010+ContraceptiveMethod+aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","ContraceptiveMethod","VNM2010","aGroup+Education+Ethnicity+NUnder5+PoorerHousehold+Religion+Residence","0","7025.88322316195",0.713243142146485,"0.04714252753151","0.855226939663027","0.095034390526563","0.589016676100039","MAX-leaf // aGroup ~ 35+ // PoorerHousehold ~ 1 // Ethnicity ~ Non-Kinh","MIN-leaf // aGroup~15-24","Y","VNM","2010","ContraceptiveMethod","VNM","2010","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education + Religion + Ethnicity","7405.27618947908",0.685465951732772,"0.052046299344508","0.785284617334197","0.087460656079224","0.591134347428044","MAX-leaf // aGroup ~ 15-24 + 25-34 // NUnder5 ~ 0 + 1 // Religion ~ MinorReligion + NoReligion // PoorerHousehold ~ 0 // Education ~ Higher","MIN-leaf // aGroup~35+ // Ethnicity~Kinh // NUnder5~1 + 2 + 3","2010","Ready","Ready","NN",0.027777190413713
"VNM+2010+ContraceptiveMethod+aGroup+Education+NUnder5+PoorerHousehold+Residence","ContraceptiveMethod","VNM2010","aGroup+Education+NUnder5+PoorerHousehold+Residence","0","7025.88322316195",0.713243142146485,"0.1467595992454","0.795737951368777","0.095034390526563","0.589016676100039","MAX-leaf // aGroup ~ 25-34 // PoorerHousehold ~ 1","MIN-leaf // aGroup~15-24","Y","VNM","2010","ContraceptiveMethod","VNM","2010","ContraceptiveMethod ~ PoorerHousehold + Residence + aGroup + NUnder5 + Education","7405.27618947908",0.685465951732772,"0.155297964710686","0.756647440080429","0.343137721626856","0.622351390475507","MAX-leaf // aGroup ~ 15-24 + 25-34 // NUnder5 ~ 0","MIN-leaf // aGroup~35+ // PoorerHousehold~0","2010","Ready","Ready","NN",0.027777190413713
"VNM+2010+SecondaryEducation2035+Ethnicity+PoorerHousehold+Religion+Residence+Sex","SecondaryEducation2035","VNM2010","Ethnicity+PoorerHousehold+Religion+Residence+Sex","0","10931.7019645949",0.242334628303034,"0.192044751495915","0.533755845699995","0.087565625050421","0.032687182088149","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Religion ~ No religion","MIN-leaf // PoorerHousehold~1 // Religion~MinorReligion + Buddhism","Y","VNM","2010","SecondaryEducation2035","VNM","2010","SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex + Religion + Ethnicity","10931.7019645949",0.380793175295447,"0.09145838769323","0.712722026774945","0.087565625050421","0.083832480050466","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Religion ~ NoReligion // Sex ~ Male","MIN-leaf // PoorerHousehold~1 // Religion~Buddhism + MinorReligion","2010","Ready","Ready","NN",-0.138458546992413
"VNM+2010+SecondaryEducation2035+PoorerHousehold+Residence+Sex","SecondaryEducation2035","VNM2010","PoorerHousehold+Residence+Sex","0","10931.7019645949",0.242334628303034,"0.154550985216129","0.473844411613623","0.182230286671843","0.054145172376652","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban // Sex ~ Female","MIN-leaf // PoorerHousehold~1 // Sex~Female","Y","VNM","2010","SecondaryEducation2035","VNM","2010","SecondaryEducation2035 ~ PoorerHousehold + Residence + Sex","10931.7019645949",0.380793175295447,"0.293073275361204","0.621220683429036","0.182230286671843","0.153168767346638","MAX-leaf // PoorerHousehold ~ 0 // Residence ~ Urban","MIN-leaf // PoorerHousehold~1 // Sex~Female","2010","Ready","Ready","NN",-0.138458546992413
