"SurveyIndicator","IndicatorName.x","SurveyID","meanY","maxY","minY","Source","dataOrlando","surveyID","country_code","version_code","dataset","IndicatorName.y","MeanY","dataValidation","IndicatorName","diffY"
"KAZ2010+Stunting","Stunting","KAZ2010","0.131533706538341","0.131533706538341","0.131533706538341","MICS",1,"KAZ2010","Kazakhstan","2010","ch","Stunting","0.131533706538341",1,"Stunting",0
"KAZ2010+Wasting","Wasting","KAZ2010","0.040771295857189","0.040771295857189","0.040771295857189","MICS",1,"KAZ2010","Kazakhstan","2010","ch","Wasting","0.0407712958571893",1,"Wasting",2.98372437868011e-16
"KAZ2015+BankCardHH","BankCardHH","KAZ2015","0.789631693759012","0.789631693759012","0.789631693759012","MICS",1,"KAZ2015","Kazakhstan","2015","hh","BankCardHH","0.789631693759012",1,"BankCardHH",0
"KAZ2015+BasicWater","BasicWater","KAZ2015","0.960736378001772","0.960736378001772","0.960736378001772","MICS",1,"KAZ2015","Kazakhstan","2015","hh","BasicWater","0.960531662961383",1,"BasicWater",0.000204715040388992
"KAZ2015+CleanFuel","CleanFuel","KAZ2015","0.987265233356236","0.987265233356236","0.987265233356236","MICS",1,"KAZ2015","Kazakhstan","2015","hh","CleanFuel","0.987265233356236",1,"CleanFuel",0
"KAZ2015+ContraceptiveMethod","ContraceptiveMethod","KAZ2015","0.761480341452003","0.761480341452003","0.761480341452003","MICS",1,"KAZ2015","Kazakhstan","2015","wm","ContraceptiveMethod","0.826094739203046",1,"ContraceptiveMethod",0.0646143977510429
"KAZ2015+Covid","Covid","KAZ2015","0.580450827909879","0.580450827909879","0.580450827909879","MICS",1,"KAZ2015","Kazakhstan","2015","hl","Covid","0.57405565390204",1,"Covid",0.00639517400783896
"KAZ2015+HandwashHL","HandwashHL","KAZ2015","0.971774695390706","0.971774695390706","0.971774695390706","MICS",1,"KAZ2015","Kazakhstan","2015","hl","HandwashHL","0.971774695390706",1,"HandwashHL",0
"KAZ2015+HigherEducation2535","HigherEducation2535","KAZ2015","0.423824226965414","0.423824226965414","0.423824226965414","MICS",1,"KAZ2015","Kazakhstan","2015","hl","HigherEducation2535","0.423824226965414",1,"HigherEducation2535",0
"KAZ2015+HigherEducation35plus","HigherEducation35plus","KAZ2015","0.233487413727352","0.233487413727352","0.233487413727352","MICS",1,"KAZ2015","Kazakhstan","2015","hl","HigherEducation35plus","0.233403689921784",1,"HigherEducation35plus",8.37238055679812e-05
"KAZ2015+InternetUse","InternetUse","KAZ2015","0.945707616563927","0.945707616563927","0.945707616563927","MICS",1,"KAZ2015","Kazakhstan","2015","wm","InternetUse","0.945707616563927",1,"InternetUse",0
"KAZ2015+LearningHL","LearningHL","KAZ2015","0.999633025987467","0.999633025987467","0.999633025987467","MICS",1,"KAZ2015","Kazakhstan","2015","hl","LearningHL","0.999633025987467",1,"LearningHL",0
"KAZ2015+MobilePhoneHH","MobilePhoneHH","KAZ2015","0.965694591718544","0.965694591718544","0.965694591718544","MICS",1,"KAZ2015","Kazakhstan","2015","hh","MobilePhoneHH","0.965694591718544",1,"MobilePhoneHH",0
"KAZ2015+NotCrowdedHL","NotCrowdedHL","KAZ2015","0.673826462621979","0.673826462621979","0.673826462621979","MICS",1,"KAZ2015","Kazakhstan","2015","hl","NotCrowdedHL","0.673826462621979",1,"NotCrowdedHL",0
"KAZ2015+NotOverweight","NotOverweight","KAZ2015","0.904872835871926","0.904872835871926","0.904872835871926","MICS",1,"KAZ2015","Kazakhstan","2015","ch","NotOverweight","0.904914430521826",1,"NotOverweight",4.15946498999453e-05
"KAZ2015+NotStunting","NotStunting","KAZ2015","0.916299748194415","0.916299748194415","0.916299748194415","MICS",1,"KAZ2015","Kazakhstan","2015","ch","NotStunting","0.916161505095105",1,"NotStunting",0.000138243099309987
"KAZ2015+NotWasting","NotWasting","KAZ2015","0.968856116133218","0.968856116133218","0.968856116133218","MICS",1,"KAZ2015","Kazakhstan","2015","ch","NotWasting","0.968804102368617",1,"NotWasting",5.20137646009555e-05
"KAZ2015+Overweight","Overweight","KAZ2015","0.095127164128074","0.095127164128074","0.095127164128074","MICS",1,"KAZ2015","Kazakhstan","2015","ch","Overweight","0.0950855694781737",1,"Overweight",4.15946499002923e-05
"KAZ2015+ProfessionalHelp","ProfessionalHelp","KAZ2015","0.993858542238805","0.993858542238805","0.993858542238805","MICS",1,"KAZ2015","Kazakhstan","2015","wm","ProfessionalHelp","0.994145385447884",1,"ProfessionalHelp",0.000286843209079013
"KAZ2015+ReasonBeating","ReasonBeating","KAZ2015","0.141624308285937","0.141624308285937","0.141624308285937","MICS",1,"KAZ2015","Kazakhstan","2015","wm","ReasonBeating","0.141624308285937",1,"ReasonBeating",0
"KAZ2015+SafeSanitation","SafeSanitation","KAZ2015","0.977254756730531","0.977254756730531","0.977254756730531","MICS",1,"KAZ2015","Kazakhstan","2015","hh","SafeSanitation","0.977254756730532",1,"SafeSanitation",9.99200722162641e-16
"KAZ2015+SafeSanitationHL","SafeSanitationHL","KAZ2015","0.979063703460108","0.979063703460108","0.979063703460108","MICS",1,"KAZ2015","Kazakhstan","2015","hl","SafeSanitationHL","0.979063703460108",1,"SafeSanitationHL",0
"KAZ2015+SecondaryEducation2035","SecondaryEducation2035","KAZ2015","0.940072622333597","0.940072622333597","0.940072622333597","MICS",1,"KAZ2015","Kazakhstan","2015","hl","SecondaryEducation2035","0.938794776712357",1,"SecondaryEducation2035",0.00127784562124
"KAZ2015+SecondaryEducation35plus","SecondaryEducation35plus","KAZ2015","0.873036479166598","0.873036479166598","0.873036479166598","MICS",1,"KAZ2015","Kazakhstan","2015","hl","SecondaryEducation35plus","0.87327164782287",1,"SecondaryEducation35plus",0.000235168656272045
"KAZ2015+Stunting","Stunting","KAZ2015","0.083700251805585","0.083700251805585","0.083700251805585","MICS",1,"KAZ2015","Kazakhstan","2015","ch","Stunting","0.0838384949048948",1,"Stunting",0.000138243099309793
"KAZ2015+Wasting","Wasting","KAZ2015","0.031143883866782","0.031143883866782","0.031143883866782","MICS",1,"KAZ2015","Kazakhstan","2015","ch","Wasting","0.0311958976313826",1,"Wasting",5.20137646005982e-05
"KAZ2015+WaterOnstieHL","WaterOnstieHL","KAZ2015","0.899681046424072","0.899681046424072","0.899681046424072","MICS",1,"KAZ2015","Kazakhstan","2015","hl","WaterOnstieHL","0.890740051298892",1,"WaterOnstieHL",0.00894099512517998
"KGZ2014+AccessElectricity","AccessElectricity","KGZ2014","0.997754012766396","0.997754012766396","0.997754012766396","MICS",1,"KGZ2014","Kyrgyzstan","2014","hh","AccessElectricity","0.997754012766396",1,"AccessElectricity",0
"KGZ2014+BankCardHH","BankCardHH","KGZ2014","0.019080873896235","0.019080873896235","0.019080873896235","MICS",1,"KGZ2014","Kyrgyzstan","2014","hh","BankCardHH","0.0190808738962349",1,"BankCardHH",1.00613961606655e-16
"KGZ2014+BasicWater","BasicWater","KGZ2014","0.86846797079226","0.86846797079226","0.86846797079226","MICS",1,"KGZ2014","Kyrgyzstan","2014","hh","BasicWater","0.869212679235405",1,"BasicWater",0.000744708443145004
"KGZ2014+CleanFuel","CleanFuel","KGZ2014","0.777657474011296","0.777657474011296","0.777657474011296","MICS",1,"KGZ2014","Kyrgyzstan","2014","hh","CleanFuel","0.777657474011296",1,"CleanFuel",0
"KGZ2014+ContraceptiveMethod","ContraceptiveMethod","KGZ2014","0.710896118237976","0.710896118237976","0.710896118237976","MICS",1,"KGZ2014","Kyrgyzstan","2014","wm","ContraceptiveMethod","0.658838769258248",1,"ContraceptiveMethod",0.052057348979728
"KGZ2014+HigherEducation2535","HigherEducation2535","KGZ2014","0.299977712257444","0.299977712257444","0.299977712257444","MICS",1,"KGZ2014","Kyrgyzstan","2014","hl","HigherEducation2535","0.299977712257444",1,"HigherEducation2535",0
"KGZ2014+HigherEducation35plus","HigherEducation35plus","KGZ2014","0.195518085829098","0.195518085829098","0.195518085829098","MICS",1,"KGZ2014","Kyrgyzstan","2014","hl","HigherEducation35plus","0.195379812448465",1,"HigherEducation35plus",0.000138273380632992
"KGZ2014+InternetUse","InternetUse","KGZ2014","0.72976022554952","0.72976022554952","0.72976022554952","MICS",1,"KGZ2014","Kyrgyzstan","2014","wm","InternetUse","0.72976022554952",1,"InternetUse",0
"KGZ2014+MobilePhoneHH","MobilePhoneHH","KGZ2014","0.979778337223307","0.979778337223307","0.979778337223307","MICS",1,"KGZ2014","Kyrgyzstan","2014","hh","MobilePhoneHH","0.979778337223307",1,"MobilePhoneHH",0
"KGZ2014+NotOverweight","NotOverweight","KGZ2014","0.929722982809649","0.929722982809649","0.929722982809649","MICS",1,"KGZ2014","Kyrgyzstan","2014","ch","NotOverweight","0.929722982809649",1,"NotOverweight",0
"KGZ2014+NotStunting","NotStunting","KGZ2014","0.867374815373781","0.867374815373781","0.867374815373781","MICS",1,"KGZ2014","Kyrgyzstan","2014","ch","NotStunting","0.867374815373781",1,"NotStunting",0
"KGZ2014+NotWasting","NotWasting","KGZ2014","0.970840679417394","0.970840679417394","0.970840679417394","MICS",1,"KGZ2014","Kyrgyzstan","2014","ch","NotWasting","0.970840679417394",1,"NotWasting",0
"KGZ2014+Overweight","Overweight","KGZ2014","0.070277017190351","0.070277017190351","0.070277017190351","MICS",1,"KGZ2014","Kyrgyzstan","2014","ch","Overweight","0.0702770171903507",1,"Overweight",2.91433543964104e-16
"KGZ2014+ProfessionalHelp","ProfessionalHelp","KGZ2014","0.983896455385178","0.983896455385178","0.983896455385178","MICS",1,"KGZ2014","Kyrgyzstan","2014","wm","ProfessionalHelp","0.983896455385178",1,"ProfessionalHelp",0
"KGZ2014+ReasonBeating","ReasonBeating","KGZ2014","0.327665005696844","0.327665005696844","0.327665005696844","MICS",1,"KGZ2014","Kyrgyzstan","2014","wm","ReasonBeating","0.327665005696844",1,"ReasonBeating",0
"KGZ2014+SafeSanitation","SafeSanitation","KGZ2014","0.964729116584687","0.964729116584687","0.964729116584687","MICS",1,"KGZ2014","Kyrgyzstan","2014","hh","SafeSanitation","0.964729116584687",1,"SafeSanitation",0
"KGZ2014+SecondaryEducation2035","SecondaryEducation2035","KGZ2014","0.864208294545438","0.864208294545438","0.864208294545438","MICS",1,"KGZ2014","Kyrgyzstan","2014","hl","SecondaryEducation2035","0.864208294545438",1,"SecondaryEducation2035",0
"KGZ2014+SecondaryEducation35plus","SecondaryEducation35plus","KGZ2014","0.859256406325142","0.859256406325142","0.859256406325142","MICS",1,"KGZ2014","Kyrgyzstan","2014","hl","SecondaryEducation35plus","0.857543126706964",1,"SecondaryEducation35plus",0.00171327961817802
"KGZ2014+Stunting","Stunting","KGZ2014","0.132625184626219","0.132625184626219","0.132625184626219","MICS",1,"KGZ2014","Kyrgyzstan","2014","ch","Stunting","0.132625184626219",1,"Stunting",0
"KGZ2014+Wasting","Wasting","KGZ2014","0.029159320582606","0.029159320582606","0.029159320582606","MICS",1,"KGZ2014","Kyrgyzstan","2014","ch","Wasting","0.0291593205826062",1,"Wasting",1.97758476261356e-16
"KGZ2018+BankCardHH","BankCardHH","KGZ2018","0.471041871892927","0.471041871892927","0.471041871892927","MICS",1,"KGZ2018","Kyrgyzstan","2018","hh","BankCardHH","0.471041871892927",1,"BankCardHH",0
"KGZ2018+BasicWater","BasicWater","KGZ2018","0.92595862660228","0.92595862660228","0.92595862660228","MICS",1,"KGZ2018","Kyrgyzstan","2018","hh","BasicWater","0.925417898627385",1,"BasicWater",0.000540727974895017
"KGZ2018+CleanFuel","CleanFuel","KGZ2018","0.81007082604412","0.81007082604412","0.81007082604412","MICS",1,"KGZ2018","Kyrgyzstan","2018","hh","CleanFuel","0.81007082604412",1,"CleanFuel",0
"KGZ2018+ContraceptiveMethod","ContraceptiveMethod","KGZ2018","0.751507628377114","0.751507628377114","0.751507628377114","MICS",1,"KGZ2018","Kyrgyzstan","2018","wm","ContraceptiveMethod","0.655926624019176",1,"ContraceptiveMethod",0.095581004357938
"KGZ2018+Covid","Covid","KGZ2018","0.409842951157908","0.409842951157908","0.409842951157908","MICS",1,"KGZ2018","Kyrgyzstan","2018","hl","Covid","0.409842951157908",1,"Covid",0
"KGZ2018+HandwashHL","HandwashHL","KGZ2018","0.963474439884058","0.963474439884058","0.963474439884058","MICS",1,"KGZ2018","Kyrgyzstan","2018","hl","HandwashHL","0.963474439884058",1,"HandwashHL",0
"KGZ2018+HigherEducation2535","HigherEducation2535","KGZ2018","0.364152054881007","0.364152054881007","0.364152054881007","MICS",1,"KGZ2018","Kyrgyzstan","2018","hl","HigherEducation2535","0.364152054881007",1,"HigherEducation2535",0
"KGZ2018+HigherEducation35plus","HigherEducation35plus","KGZ2018","0.218026483759067","0.218026483759067","0.218026483759067","MICS",1,"KGZ2018","Kyrgyzstan","2018","hl","HigherEducation35plus","0.21798574263727",1,"HigherEducation35plus",4.0741121797e-05
"KGZ2018+InternetUse","InternetUse","KGZ2018","0.801521011896051","0.828172262320733","0.774869761471368","MICS",1,"KGZ2018","Kyrgyzstan","2018","wm","InternetUse","0.774869761471368",1,"InternetUse",0.026651250424683
"KGZ2018+LearningHL","LearningHL","KGZ2018","0.996518240847512","0.996518240847512","0.996518240847512","MICS",1,"KGZ2018","Kyrgyzstan","2018","hl","LearningHL","0.996518240847512",1,"LearningHL",0
"KGZ2018+MobilePhone","MobilePhone","KGZ2018","0.905237337888019","0.932849143470769","0.87762553230527","MICS",1,"KGZ2018","Kyrgyzstan","2018","wm","MobilePhone","0.932849143470769",1,"MobilePhone",0.02761180558275
"KGZ2018+MobilePhoneHH","MobilePhoneHH","KGZ2018","0.982933873089177","0.982933873089177","0.982933873089177","MICS",1,"KGZ2018","Kyrgyzstan","2018","hh","MobilePhoneHH","0.982933873089178",1,"MobilePhoneHH",9.99200722162641e-16
"KGZ2018+NotCrowdedHL","NotCrowdedHL","KGZ2018","0.533488680643758","0.533488680643758","0.533488680643758","MICS",1,"KGZ2018","Kyrgyzstan","2018","hl","NotCrowdedHL","0.533488680643758",1,"NotCrowdedHL",0
"KGZ2018+NotOverweight","NotOverweight","KGZ2018","0.928577130393411","0.928577130393411","0.928577130393411","MICS",1,"KGZ2018","Kyrgyzstan","2018","ch","NotOverweight","0.928542045318884",1,"NotOverweight",3.5085074527097e-05
"KGZ2018+NotStunting","NotStunting","KGZ2018","0.882026700731327","0.882026700731327","0.882026700731327","MICS",1,"KGZ2018","Kyrgyzstan","2018","ch","NotStunting","0.882058235045392",1,"NotStunting",3.1534314064996e-05
"KGZ2018+NotWasting","NotWasting","KGZ2018","0.979676849483172","0.979676849483172","0.979676849483172","MICS",1,"KGZ2018","Kyrgyzstan","2018","ch","NotWasting","0.979666866136739",1,"NotWasting",9.9833464329846e-06
"KGZ2018+Overweight","Overweight","KGZ2018","0.071422869606589","0.071422869606589","0.071422869606589","MICS",1,"KGZ2018","Kyrgyzstan","2018","ch","Overweight","0.0714579546811159",1,"Overweight",3.50850745269027e-05
"KGZ2018+ProfessionalHelp","ProfessionalHelp","KGZ2018","0.997696384188033","0.997696384188033","0.997696384188033","MICS",1,"KGZ2018","Kyrgyzstan","2018","wm","ProfessionalHelp","0.997696384188033",1,"ProfessionalHelp",0
"KGZ2018+ReasonBeating","ReasonBeating","KGZ2018","0.29858179374937","0.29858179374937","0.29858179374937","MICS",1,"KGZ2018","Kyrgyzstan","2018","wm","ReasonBeating","0.29858179374937",1,"ReasonBeating",0
"KGZ2018+SafeSanitation","SafeSanitation","KGZ2018","0.994900662796911","0.994900662796911","0.994900662796911","MICS",1,"KGZ2018","Kyrgyzstan","2018","hh","SafeSanitation","0.976872547552431",1,"SafeSanitation",0.01802811524448
"KGZ2018+SafeSanitationHL","SafeSanitationHL","KGZ2018","0.981879340800028","0.981879340800028","0.981879340800028","MICS",1,"KGZ2018","Kyrgyzstan","2018","hl","SafeSanitationHL","0.981879340800028",1,"SafeSanitationHL",0
"KGZ2018+SecondaryEducation2035","SecondaryEducation2035","KGZ2018","0.859897130198931","0.859897130198931","0.859897130198931","MICS",1,"KGZ2018","Kyrgyzstan","2018","hl","SecondaryEducation2035","0.859897130198931",1,"SecondaryEducation2035",0
"KGZ2018+SecondaryEducation35plus","SecondaryEducation35plus","KGZ2018","0.825024639143694","0.825024639143694","0.825024639143694","MICS",1,"KGZ2018","Kyrgyzstan","2018","hl","SecondaryEducation35plus","0.826939239694731",1,"SecondaryEducation35plus",0.00191460055103709
"KGZ2018+Stunting","Stunting","KGZ2018","0.117973299268673","0.117973299268673","0.117973299268673","MICS",1,"KGZ2018","Kyrgyzstan","2018","ch","Stunting","0.117941764954608",1,"Stunting",3.15343140650098e-05
"KGZ2018+Wasting","Wasting","KGZ2018","0.020323150516828","0.020323150516828","0.020323150516828","MICS",1,"KGZ2018","Kyrgyzstan","2018","ch","Wasting","0.0203331338632608",1,"Wasting",9.98334643280072e-06
"KGZ2018+WaterOnstieHL","WaterOnstieHL","KGZ2018","0.779290567821678","0.779290567821678","0.779290567821678","MICS",1,"KGZ2018","Kyrgyzstan","2018","hl","WaterOnstieHL","0.779290567821678",1,"WaterOnstieHL",0
"KGZ61+AccessElectricity","AccessElectricity","KGZ61","0.99808515846438","0.99808515846438","0.99808515846438","DHS",1,"KGZ61","KY","61","HR","AccessElectricity","0.99808515846438",1,"AccessElectricity",0
"KGZ61+BasicWater","BasicWater","KGZ61","0.859977582950327","0.859977582950327","0.859977582950327","DHS",1,"KGZ61","KY","61","HR","BasicWater","0.859977582950327",1,"BasicWater",0
"KGZ61+CleanFuel","CleanFuel","KGZ61","0.777067630005237","0.777067630005237","0.777067630005237","DHS",1,"KGZ61","KY","61","HR","CleanFuel","0.777067630005237",1,"CleanFuel",0
"KGZ61+ContraceptiveMethod","ContraceptiveMethod","KGZ61","0.620967394263486","0.620967394263486","0.620967394263486","DHS",1,"KGZ61","KY","61","IR","ContraceptiveMethod","0.620967394263486",1,"ContraceptiveMethod",0
"KGZ61+HigherEducation2535","HigherEducation2535","KGZ61","0.442211666717114","0.442211666717114","0.442211666717114","DHS",1,"KGZ61","KY","61","PR","HigherEducation2535","0.442211666717114",1,"HigherEducation2535",0
"KGZ61+HigherEducation35plus","HigherEducation35plus","KGZ61","0.404899592831227","0.404899592831227","0.404899592831227","DHS",1,"KGZ61","KY","61","PR","HigherEducation35plus","0.404932889209372",1,"HigherEducation35plus",3.32963781449758e-05
"KGZ61+NotOverweight","NotOverweight","KGZ61","0.913321198966132","0.913321198966132","0.913321198966132","DHS",1,"KGZ61","KY","61","PR","NotOverweight","0.913321198966132",1,"NotOverweight",0
"KGZ61+NotStunting","NotStunting","KGZ61","0.820356504819979","0.820356504819979","0.820356504819979","DHS",1,"KGZ61","KY","61","PR","NotStunting","0.820356504819979",1,"NotStunting",0
"KGZ61+NotWasting","NotWasting","KGZ61","0.972279224759669","0.972279224759669","0.972279224759669","DHS",1,"KGZ61","KY","61","PR","NotWasting","0.972279224759669",1,"NotWasting",0
"KGZ61+Overweight","Overweight","KGZ61","0.086678801033868","0.086678801033868","0.086678801033868","DHS",1,"KGZ61","KY","61","PR","Overweight","0.0866788010338684",1,"Overweight",3.88578058618805e-16
"KGZ61+ProfessionalHelp","ProfessionalHelp","KGZ61","0.997487991922336","0.997487991922336","0.997487991922336","DHS",1,"KGZ61","KY","61","IR","ProfessionalHelp","0.997487991922336",1,"ProfessionalHelp",0
"KGZ61+SafeSanitation","SafeSanitation","KGZ61","0.947041728169506","0.947041728169506","0.947041728169506","DHS",1,"KGZ61","KY","61","HR","SafeSanitation","0.947092810756393",1,"SafeSanitation",5.1082586886908e-05
"KGZ61+SecondaryEducation2035","SecondaryEducation2035","KGZ61","0.8719887573217","0.8719887573217","0.8719887573217","DHS",1,"KGZ61","KY","61","PR","SecondaryEducation2035","0.872058516941133",1,"SecondaryEducation2035",6.97596194330075e-05
"KGZ61+SecondaryEducation35plus","SecondaryEducation35plus","KGZ61","0.821752765467532","0.821752765467532","0.821752765467532","DHS",1,"KGZ61","KY","61","PR","SecondaryEducation35plus","0.822032643124294",1,"SecondaryEducation35plus",0.000279877656762073
"KGZ61+Stunting","Stunting","KGZ61","0.179643495180021","0.179643495180021","0.179643495180021","DHS",1,"KGZ61","KY","61","PR","Stunting","0.179643495180021",1,"Stunting",0
"KGZ61+Wasting","Wasting","KGZ61","0.027720775240331","0.027720775240331","0.027720775240331","DHS",1,"KGZ61","KY","61","PR","Wasting","0.0277207752403309",1,"Wasting",1.00613961606655e-16
"KHM61+AccessElectricity","AccessElectricity","KHM61","0.310813775868158","0.310813775868158","0.310813775868158","DHS",1,"KHM61","KH","61","HR","AccessElectricity","0.310813775868158",1,"AccessElectricity",0
"KHM61+BasicWater","BasicWater","KHM61","0.566402647740669","0.566402647740669","0.566402647740669","DHS",1,"KHM61","KH","61","HR","BasicWater","0.566402647740669",1,"BasicWater",0
"KHM61+CleanFuel","CleanFuel","KHM61","0.116358215332355","0.116358215332355","0.116358215332355","DHS",1,"KHM61","KH","61","HR","CleanFuel","0.116358215332355",1,"CleanFuel",0
"KHM61+ContraceptiveMethod","ContraceptiveMethod","KHM61","0.514533040488241","0.514533040488241","0.514533040488241","DHS",1,"KHM61","KH","61","IR","ContraceptiveMethod","0.514533040488241",1,"ContraceptiveMethod",0
"KHM61+HigherEducation2535","HigherEducation2535","KHM61","0.053510314116557","0.053510314116557","0.053510314116557","DHS",1,"KHM61","KH","61","PR","HigherEducation2535","0.0537416300229717",1,"HigherEducation2535",0.000231315906414696
"KHM61+HigherEducation35plus","HigherEducation35plus","KHM61","0.019468087103362","0.019468087103362","0.019468087103362","DHS",1,"KHM61","KH","61","PR","HigherEducation35plus","0.0195729453523426",1,"HigherEducation35plus",0.000104858248980599
"KHM61+MobilePhone","MobilePhone","KHM61","0.619469625996464","0.619469625996464","0.619469625996464","DHS",1,"KHM61","KH","61","IR","MobilePhone","0.66985577219125",1,"MobilePhone",0.050386146194786
"KHM61+NotOverweight","NotOverweight","KHM61","0.983428395186133","0.983428395186133","0.983428395186133","DHS",1,"KHM61","KH","61","PR","NotOverweight","0.983428395186133",1,"NotOverweight",0
"KHM61+NotStunting","NotStunting","KHM61","0.599207202762759","0.599207202762759","0.599207202762759","DHS",1,"KHM61","KH","61","PR","NotStunting","0.599207202762759",1,"NotStunting",0
"KHM61+NotWasting","NotWasting","KHM61","0.891106101543446","0.891106101543446","0.891106101543446","DHS",1,"KHM61","KH","61","PR","NotWasting","0.891106101543446",1,"NotWasting",0
"KHM61+Overweight","Overweight","KHM61","0.016571604813867","0.016571604813867","0.016571604813867","DHS",1,"KHM61","KH","61","PR","Overweight","0.0165716048138666",1,"Overweight",3.98986399474666e-16
"KHM61+ProfessionalHelp","ProfessionalHelp","KHM61","0.748091352727855","0.748091352727855","0.748091352727855","DHS",1,"KHM61","KH","61","IR","ProfessionalHelp","0.748091352727855",1,"ProfessionalHelp",0
"KHM61+SafeSanitation","SafeSanitation","KHM61","0.335953862543772","0.335953862543772","0.335953862543772","DHS",1,"KHM61","KH","61","HR","SafeSanitation","0.33750997377676",1,"SafeSanitation",0.00155611123298799
"KHM61+SecondaryEducation2035","SecondaryEducation2035","KHM61","0.121611906454752","0.121611906454752","0.121611906454752","DHS",1,"KHM61","KH","61","PR","SecondaryEducation2035","0.121821619530932",1,"SecondaryEducation2035",0.000209713076179993
"KHM61+SecondaryEducation35plus","SecondaryEducation35plus","KHM61","0.047244312168264","0.047244312168264","0.047244312168264","DHS",1,"KHM61","KH","61","PR","SecondaryEducation35plus","0.0474751323866399",1,"SecondaryEducation35plus",0.0002308202183759
"KHM61+Stunting","Stunting","KHM61","0.400792797237241","0.400792797237241","0.400792797237241","DHS",1,"KHM61","KH","61","PR","Stunting","0.400792797237241",1,"Stunting",0
"KHM61+Wasting","Wasting","KHM61","0.108893898456554","0.108893898456554","0.108893898456554","DHS",1,"KHM61","KH","61","PR","Wasting","0.108893898456554",1,"Wasting",0
"KHM72+AccessElectricity","AccessElectricity","KHM72","0.560668986947988","0.560668986947988","0.560668986947988","DHS",1,"KHM72","KH","72","HR","AccessElectricity","0.560668986947988",1,"AccessElectricity",0
"KHM72+AllViolence","AllViolence","KHM72","0.290579235995414","0.290579235995414","0.290579235995414","DHS",1,"KHM72","KH","72","IR","AllViolence","0.286766498697863",1,"AllViolence",0.00381273729755099
"KHM72+BasicWater","BasicWater","KHM72","0.629382868092633","0.629382868092633","0.629382868092633","DHS",1,"KHM72","KH","72","HR","BasicWater","0.629382868092633",1,"BasicWater",0
"KHM72+CleanFuel","CleanFuel","KHM72","0.158253797684255","0.158253797684255","0.158253797684255","DHS",1,"KHM72","KH","72","HR","CleanFuel","0.158253797684255",1,"CleanFuel",0
"KHM72+ContraceptiveMethod","ContraceptiveMethod","KHM72","0.565375074029287","0.565375074029287","0.565375074029287","DHS",1,"KHM72","KH","72","IR","ContraceptiveMethod","0.565375074029287",1,"ContraceptiveMethod",0
"KHM72+Covid","Covid","KHM72","0.070710603155336","0.070710603155336","0.070710603155336","DHS",1,"KHM72","KH","72","PR","Covid","0.0707106031553355",1,"Covid",4.9960036108132e-16
"KHM72+EmotionalViolence","EmotionalViolence","KHM72","0.252182041244246","0.252182041244246","0.252182041244246","DHS",1,"KHM72","KH","72","IR","EmotionalViolence","0.247513976188661",1,"EmotionalViolence",0.00466806505558498
"KHM72+HandWashPR","HandWashPR","KHM72","0.682778141800261","0.682778141800261","0.682778141800261","DHS",1,"KHM72","KH","72","PR","HandWashPR","0.682778141800261",1,"HandWashPR",0
"KHM72+HigherEducation2535","HigherEducation2535","KHM72","0.074353181206925","0.074353181206925","0.074353181206925","DHS",1,"KHM72","KH","72","PR","HigherEducation2535","0.0745038704188602",1,"HigherEducation2535",0.000150689211935201
"KHM72+HigherEducation35plus","HigherEducation35plus","KHM72","0.018676432797698","0.018676432797698","0.018676432797698","DHS",1,"KHM72","KH","72","PR","HigherEducation35plus","0.0185048475142538",1,"HigherEducation35plus",0.000171585283444201
"KHM72+LearningPR","LearningPR","KHM72","0.948472221481518","0.948472221481518","0.948472221481518","DHS",1,"KHM72","KH","72","PR","LearningPR","0.948472221481518",1,"LearningPR",0
"KHM72+MobilePhone","MobilePhone","KHM72","0.872042493988892","0.872042493988892","0.872042493988892","DHS",1,"KHM72","KH","72","IR","MobilePhone","0.90443842959901",1,"MobilePhone",0.032395935610118
"KHM72+MobilePhonePR","MobilePhonePR","KHM72","0.898120084792898","0.898120084792898","0.898120084792898","DHS",1,"KHM72","KH","72","PR","MobilePhonePR","0.898120084792898",1,"MobilePhonePR",0
"KHM72+NotCrowdedPR","NotCrowdedPR","KHM72","0.210467272776574","0.210467272776574","0.210467272776574","DHS",1,"KHM72","KH","72","PR","NotCrowdedPR","0.210467272776574",1,"NotCrowdedPR",0
"KHM72+NotOverweight","NotOverweight","KHM72","0.980496470607135","0.980496470607135","0.980496470607135","DHS",1,"KHM72","KH","72","PR","NotOverweight","0.980496470607135",1,"NotOverweight",0
"KHM72+NotStunting","NotStunting","KHM72","0.670772136132266","0.670772136132266","0.670772136132266","DHS",1,"KHM72","KH","72","PR","NotStunting","0.670772136132266",1,"NotStunting",0
"KHM72+NotWasting","NotWasting","KHM72","0.900798193555634","0.900798193555634","0.900798193555634","DHS",1,"KHM72","KH","72","PR","NotWasting","0.900798193555634",1,"NotWasting",0
"KHM72+Overweight","Overweight","KHM72","0.019503529392865","0.019503529392865","0.019503529392865","DHS",1,"KHM72","KH","72","PR","Overweight","0.0195035293928653",1,"Overweight",3.01841884819964e-16
"KHM72+PhysicalViolence","PhysicalViolence","KHM72","0.16495410349016","0.16495410349016","0.16495410349016","DHS",1,"KHM72","KH","72","IR","PhysicalViolence","0.16184365398345",1,"PhysicalViolence",0.00311044950670999
